,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
rectracker.csv,0.585,0.585,0.41500000000000004,1.0,1.0,0.585,0.585,0.41500000000000004,1.0,1.0,0.585,0.585,0.41500000000000004,1.0,1.0
dynalloy.csv,0.56,0.67,0.275,1.0,0.0,0.11,0.67,0.33,1.0,0.0,0.845,0.67,0.275,1.0,0.0
mpqc.csv,0.27,0.23500000000000001,0.18,1.0,1.0,0.19,0.23500000000000001,0.18,1.0,1.0,0.55,0.23500000000000001,0.18,1.0,1.0
thout.csv,0.175,0.62,0.135,1.0,0.0,0.25,0.62,0.175,1.0,0.0,0.32499999999999996,0.62,0.245,1.0,0.0
benojt.csv,,,,,,,,,,,,,,,
sabbu.csv,0.085,0.0,0.365,1.0,1.0,0.45,0.0,0.365,1.0,1.0,0.45,0.0,0.41500000000000004,1.0,1.0
unladen-swallow.csv,0.115,0.145,0.135,0.0,0.0,0.5900000000000001,0.145,0.12000000000000001,0.0,0.0,0.24,0.145,0.125,0.0,0.0
powerfolder-.csv,0.57,0.405,0.14,1.0,1.0,0.8049999999999999,0.405,0.14,1.0,1.0,0.86,0.405,0.13,1.0,1.0
barracudamvc.csv,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.75,1.0,1.0,0.5,0.0,0.5,1.0,1.0
nutz.csv,0.25,0.35,0.12000000000000001,0.75,0.0,0.625,0.35,0.15,0.75,0.0,0.32499999999999996,0.35,0.15,0.75,0.0
apolloplayer.csv,0.0,0.46499999999999997,0.25,1.0,0.0,0.75,0.46499999999999997,0.27,1.0,0.0,0.27,0.46499999999999997,0.25,1.0,0.0
vxl.csv,0.0,0.475,0.305,1.0,0.0,1.0,0.475,0.345,1.0,0.0,0.09,0.475,0.345,1.0,0.0
fbmanager.csv,0.0,0.33,0.33,1.0,1.0,0.29000000000000004,0.33,0.33,1.0,1.0,0.33,0.33,0.33,1.0,1.0
olsrd.csv,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0
jajuk.csv,0.175,0.475,0.18,0.925,0.0,0.675,0.475,0.14500000000000002,0.925,0.0,0.175,0.475,0.14500000000000002,0.925,0.0
sqlpower-library.csv,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,0.5,1.0,1.0
heekscad.csv,0.0,0.1,0.45,1.0,0.0,0.225,0.1,0.4,1.0,0.0,0.225,0.1,0.4,1.0,0.0
zorannt.csv,0.10500000000000001,0.36,0.18,1.0,0.0,0.74,0.36,0.25,1.0,0.0,0.405,0.36,0.15,1.0,0.0
emftriple.csv,0.36,0.675,0.0,1.0,0.0,0.36,0.675,0.035,1.0,0.0,0.36,0.675,0.035,1.0,0.0
gamestone.csv,0.4,0.185,0.0,1.0,0.0,0.4,0.185,0.085,1.0,0.0,0.185,0.185,0.085,1.0,0.0
jicarilla.csv,0.0,0.125,0.125,1.0,0.0,0.0,0.125,0.125,1.0,0.0,0.25,0.125,0.125,1.0,0.0
sevenupdate.csv,,,,,,,,,,,,,,,
nuttx.csv,0.0,0.0,0.75,0.5,1.0,0.75,0.0,0.71,0.5,1.0,0.0,0.0,0.75,0.5,1.0
psrchive.csv,0.8049999999999999,0.405,0.185,1.0,0.0,0.5349999999999999,0.405,0.14,1.0,0.0,0.43,0.405,0.185,1.0,0.0
jvcl.csv,0.7849999999999999,0.13,0.24,1.0,0.0,0.5,0.13,0.17,1.0,0.0,0.79,0.13,0.17,1.0,0.0
kdenlive.csv,0.25,0.25,0.41500000000000004,1.0,0.0,0.375,0.25,0.5,1.0,0.0,0.25,0.25,0.5,1.0,0.0
hatari.csv,0.67,0.25,0.41500000000000004,1.0,0.0,1.0,0.25,0.41500000000000004,1.0,0.0,0.25,0.25,0.33,1.0,0.0
maidsafe-dht.csv,0.085,0.33,0.25,1.0,0.0,0.33,0.33,0.17,1.0,0.0,0.5,0.33,0.17,1.0,0.0
opde.csv,0.55,0.5,0.325,1.0,1.0,0.225,0.5,0.225,1.0,1.0,0.5,0.5,0.325,1.0,1.0
brlcad.csv,0.2,0.125,0.215,0.0,0.0,0.49,0.125,0.20500000000000002,0.0,0.0,0.375,0.125,0.23500000000000001,0.0,0.0
opentibia.csv,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,1.0,1.0,0.0,0.0,0.5,1.0,1.0
plee-the-bear.csv,0.71,0.305,0.23,0.0,0.0,0.315,0.305,0.2,0.0,0.0,0.27,0.305,0.22000000000000003,0.0,0.0
xcsoar.csv,0.14,0.6399999999999999,0.29,1.0,0.0,1.0,0.6399999999999999,0.29,1.0,0.0,0.29,0.6399999999999999,0.29,1.0,0.0
vapor.csv,0.13,0.43,0.36,1.0,0.0,0.29,0.43,0.43,1.0,0.0,0.57,0.43,0.43,1.0,0.0
reaper-ecad.csv,0.53,0.15,0.06,1.0,0.0,0.29,0.15,0.09,1.0,0.0,0.09,0.15,0.06,1.0,0.0
jmri.csv,0.22999999999999998,0.665,0.42,0.9,1.0,0.22999999999999998,0.665,0.375,0.9,1.0,0.52,0.665,0.355,0.9,1.0
igarden.csv,0.13,0.315,0.33999999999999997,1.0,0.0,0.57,0.315,0.29,1.0,0.0,0.29,0.315,0.33499999999999996,1.0,0.0
mb-unit.csv,0.6,0.155,0.8,0.0,1.0,0.2,0.155,0.79,0.0,1.0,0.35,0.155,0.8,0.0,1.0
kaffeine.csv,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
ossim.csv,0.67,0.39,0.16999999999999998,0.87,0.0,0.595,0.39,0.16999999999999998,0.87,0.0,0.59,0.39,0.16999999999999998,0.87,0.0
jlinalg.csv,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
megasquirtavr.csv,0.06,0.87,0.13,1.0,0.0,0.6399999999999999,0.87,0.07,1.0,0.0,0.215,0.87,0.14,1.0,0.0
psycle.csv,0.10500000000000001,0.11,0.44,0.33,1.0,0.385,0.11,0.44,0.33,1.0,0.22,0.11,0.385,0.33,1.0
beast-mcmc.csv,0.175,0.30500000000000005,0.14500000000000002,1.0,0.0,0.5,0.30500000000000005,0.22,1.0,0.0,0.5,0.30500000000000005,0.2,1.0,0.0
ikvm.csv,0.0,0.0,0.33,1.0,1.0,1.0,0.0,0.165,1.0,1.0,0.67,0.0,0.33,1.0,1.0
bscwweasel.csv,0.28,0.25,0.29,1.0,0.0,0.38,0.25,0.24,1.0,0.0,0.38,0.25,0.29,1.0,0.0
zact.csv,0.0,0.625,0.17,1.0,1.0,0.0,0.625,0.21000000000000002,1.0,1.0,0.92,0.625,0.21000000000000002,1.0,1.0
zscreen.csv,0.0,0.0,0.165,1.0,1.0,0.585,0.0,0.33,1.0,1.0,0.585,0.0,0.33,1.0,1.0
sarasvati.csv,0.39,0.53,0.19,1.0,0.0,0.39,0.53,0.095,1.0,0.0,0.39,0.53,0.22,1.0,0.0
flylegacy.csv,0.585,0.25,0.5,1.0,1.0,0.75,0.25,0.585,1.0,1.0,0.5,0.25,0.67,1.0,1.0
nullc.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
dvt.csv,0.3,0.1,0.1,1.0,0.0,0.25,0.1,0.15000000000000002,1.0,0.0,0.45,0.1,0.2,1.0,0.0
retromenu.csv,0.6,0.675,0.225,1.0,0.0,0.6,0.675,0.2,1.0,0.0,0.6,0.675,0.225,1.0,0.0
jatlas.csv,0.0,0.25,0.0,1.0,0.0,0.0,0.25,0.0,1.0,0.0,0.67,0.25,0.0,1.0,0.0
liferea.csv,0.45,0.0,0.325,1.0,0.0,0.45,0.0,0.375,1.0,0.0,0.5,0.0,0.325,1.0,0.0
array4j.csv,0.57,0.86,0.22999999999999998,1.0,0.0,0.22999999999999998,0.86,0.25,1.0,0.0,0.69,0.86,0.33,1.0,0.0
go.csv,0.0,0.0,0.325,1.0,0.0,0.125,0.0,0.2,1.0,0.0,0.55,0.0,0.325,1.0,0.0
zealos.csv,0.6399999999999999,0.0,0.15500000000000003,1.0,0.0,0.0,0.0,0.29,1.0,0.0,0.22999999999999998,0.0,0.29,1.0,0.0
ns-3.csv,0.195,0.14,0.71,1.0,1.0,0.195,0.14,0.595,1.0,1.0,0.38,0.14,0.73,1.0,1.0
nug.csv,0.5,0.75,0.25,1.0,0.0,0.0,0.75,0.29000000000000004,1.0,0.0,0.585,0.75,0.25,1.0,0.0
critterding.csv,0.325,0.425,0.5,1.0,0.0,0.5,0.425,0.5,1.0,0.0,0.55,0.425,0.5,1.0,0.0
optalgtoolkit.csv,0.0,0.67,0.33,1.0,0.0,0.33,0.67,0.33,1.0,0.0,0.33,0.67,0.33,1.0,0.0
kwave.csv,0.17,0.365,0.265,1.0,0.0,0.0,0.365,0.265,1.0,0.0,0.41500000000000004,0.365,0.365,1.0,0.0
superwaba.csv,0.0,0.615,0.21000000000000002,1.0,0.0,1.0,0.615,0.26,1.0,0.0,0.22,0.615,0.22,1.0,0.0
ltp.csv,0.315,0.0,0.53,0.8300000000000001,0.0,1.0,0.0,0.585,0.8300000000000001,0.0,0.29,0.0,0.465,0.8300000000000001,0.0
pdfedit.csv,0.45,0.45,0.25,1.0,0.0,0.225,0.45,0.25,1.0,0.0,0.45,0.45,0.25,1.0,0.0
blogentis.csv,0.86,0.46499999999999997,0.29,1.0,0.0,0.77,0.46499999999999997,0.29,1.0,0.0,0.29,0.46499999999999997,0.29,1.0,0.0
mclient-mume.csv,0.0,0.33,0.0,1.0,1.0,0.41500000000000004,0.33,0.0,1.0,1.0,0.165,0.33,0.0,1.0,1.0
firebird.csv,0.28,0.53,0.42000000000000004,1.0,1.0,0.155,0.53,0.41000000000000003,1.0,1.0,0.45499999999999996,0.53,0.345,1.0,1.0
