,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv
boost-sandbox.csv,0.2,0.64,0.52,0.75,0.9,0.67,0.71,0.6,0.96,0.69,0.33,0.9
bscwweasel.csv,0.02,0.0,0.57,0.65,0.57,0.42,0.28,0.67,0.35,0.67,0.33,0.23
capcode.csv,0.03,0.93,0.75,0.9,0.33,0.58,0.36,0.35,0.78,0.5,0.33,0.45
emite.csv,0.93,0.14,0.55,0.3,0.52,0.25,0.22,0.18,0.17,0.42,0.0,0.68
lamp.csv,0.98,0.5,0.34,0.75,0.86,0.75,0.94,0.64,0.43,0.67,1.0,0.16
mecat.csv,0.0,0.07,0.05,0.0,0.14,0.08,0.0,0.07,0.0,0.36,1.0,0.0
nodal.csv,0.01,0.29,0.48,0.55,0.67,0.58,0.05,0.25,0.57,0.67,0.33,0.13
pydev.csv,0.83,0.29,0.5,0.85,0.9,0.92,0.29,0.62,0.39,0.75,1.0,0.16
retromenu.csv,0.02,0.43,0.27,0.3,0.9,0.17,0.65,0.18,0.43,0.31,0.0,0.26
smbopensoft.csv,0.8,1.0,0.91,0.6,0.76,0.75,0.72,0.31,0.7,0.58,0.67,0.81
stuproa-cims.csv,0.0,0.14,0.41,0.35,0.81,0.17,0.02,0.62,0.39,0.56,0.33,0.29
thout.csv,0.85,1.0,0.57,0.25,0.67,1.0,0.99,0.89,0.96,0.53,0.67,0.81
