,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.69,0.64,0.65,1.0
neoengine.csv,0.97,0.54,0.56,0.48
omseek.csv,0.06,0.95,0.11,0.11
pcsx2.csv,0.4,0.34,0.95,0.29
