,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.49,0.6,0.5,0.0
neoengine.csv,0.04,0.79,0.67,0.84
omseek.csv,0.95,0.06,0.91,0.92
pcsx2.csv,0.66,0.75,0.06,0.77
