,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.39,0.51,0.35,0.0
neoengine.csv,0.0,0.77,0.53,0.81
omseek.csv,0.02,0.0,0.08,0.08
pcsx2.csv,0.13,0.28,0.01,0.19
