,neoengine.csv,omseek.csv,pcsx2.csv,doomlegacy.csv
doomlegacy.csv,0.6,0.24,0.71,1.0
neoengine.csv,0.98,0.2,0.63,0.76
omseek.csv,0.1,0.97,0.16,0.16
pcsx2.csv,0.45,0.17,0.97,0.38
