,recall,precision,pf,cdom,bellwether
1,0.5700000000000001,0.62,0.43,7.0,jmoney.csv
10,0.9099999999999999,0.9099999999999999,0.255,1.0,gpsmid.csv
13,0.615,0.44,0.37,9.0,arcallians.csv
27,0.15,0.27,0.21,4.0,lamp.csv
33,0.41000000000000003,0.38,0.215,17.0,netatalk.csv
52,0.485,0.235,0.2,13.0,rockbox.csv
24,0.98,0.98,0.8999999999999999,1.0,magicwars.csv
25,0.59,0.5549999999999999,0.31,2.0,turbotrader-bos.csv
26,0.96,0.98,0.96,0.0,xmemcached.csv
