,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.23,0.29,0.31,0.29,0.4,0.19,0.21,0.33
apolloplayer.csv,0.35,0.21,0.25,0.27,0.25,0.27,0.24,0.32
k3d.csv,0.17,0.28,0.32,0.37,0.32,0.19,0.31,0.27
kowari.csv,0.31,0.18,0.31,0.38,0.25,0.22,0.15,0.15
redshell.csv,0.2,0.34,0.31,0.27,0.43,0.33,0.28,0.3
rtb-team.csv,0.37,0.16,0.26,0.15,0.19,0.31,0.25,0.16
xreal.csv,0.28,0.32,0.34,0.1,0.22,0.26,0.29,0.32
