,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,1.0,1.0,0.0,1.0,1.0,1.0,1.0
jcl.csv,1.0,1.0,1.0,1.0,0.96,1.0,0.0
openxava.csv,0.79,1.05,0.86,0.0,0.69,0.91,0.48
tcvp.csv,0.92,1.15,1.07,0.84,0.7,0.0,0.77
vars-redux.csv,1.22,0.16,0.4,0.49,0.08,0.66,0.77
werx.csv,0.0,0.99,1.0,1.0,1.0,0.99,1.0
