,werx.csv,plog4u.csv,fm-classic.csv,openxava.csv,vars-redux.csv,tcvp.csv,jcl.csv
fm-classic.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jcl.csv,0.0,0.01,0.0,0.01,0.01,0.0,0.0
openxava.csv,0.0,0.32,0.79,0.0,0.22,0.2,0.21
tcvp.csv,0.0,0.56,0.38,0.37,0.34,0.0,0.75
vars-redux.csv,1.0,0.16,0.22,0.45,0.0,0.36,0.43
werx.csv,0.0,0.99,1.0,1.0,1.0,0.99,1.0
