,graphmak.csv,pdfedit.csv,hazelcast.csv,betoffice.csv,tart.csv,jrdf.csv,elvishrayrenderer.csv
betoffice.csv,0.39,0.38,0.31,0.93,0.23,0.0,0.3
elvishrayrenderer.csv,0.48,0.61,0.74,0.34,0.64,0.62,0.99
graphmak.csv,0.87,0.11,0.18,0.02,0.24,0.0,0.15
hazelcast.csv,0.45,0.45,1.0,0.45,0.29,0.47,0.48
jrdf.csv,0.19,0.3,0.52,0.21,0.23,0.94,0.51
pdfedit.csv,0.58,0.95,0.45,0.28,0.43,0.49,0.51
tart.csv,0.0,0.0,0.0,0.0,1.0,0.0,0.0
