,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,1.0,0.67,1.0,1.0,0.96,0.78,1.0
l2j.csv,0.08,0.62,0.67,0.8,0.27,0.77,0.0
libmesh.csv,1.0,0.05,0.0,0.03,0.85,0.12,0.0
mvdsv.csv,0.23,0.0,1.0,0.37,0.04,0.01,0.0
nova.csv,0.85,0.57,0.0,0.1,0.58,0.34,1.0
proftp.csv,0.08,0.71,0.0,0.83,0.04,0.04,1.0
