,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.37,0.42,0.16,0.62,0.52,0.75,0.02
l2j.csv,0.13,0.41,0.5,0.67,0.23,0.8,0.0
libmesh.csv,0.37,0.06,0.0,0.05,0.67,0.2,0.0
mvdsv.csv,0.2,0.0,0.86,0.51,0.06,0.01,0.0
nova.csv,0.63,0.27,0.0,0.15,0.48,0.46,0.03
proftp.csv,0.14,0.26,0.0,0.76,0.07,0.07,0.03
