,nova.csv,crisscross.csv,mvdsv.csv,proftp.csv,libmesh.csv,l2j.csv,jfreechart.csv
crisscross.csv,0.42,0.54,0.38,0.4,0.49,0.43,0.28
l2j.csv,0.5,0.47,0.8,0.29,0.41,0.49,0.44
libmesh.csv,0.42,0.92,0.92,0.92,0.8,0.98,0.0
mvdsv.csv,0.65,0.0,0.88,0.62,0.8,0.0,0.86
nova.csv,0.55,0.67,0.58,0.9,0.72,0.74,0.36
proftp.csv,0.0,0.49,0.0,0.42,0.67,0.89,0.36
