,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,0.28,0.99,0.15,0.65,0.72,0.77,0.55,0.9,0.0,0.0,0.73,0.5
ivatamasks.csv,0.26,1.0,0.06,0.83,0.67,0.84,0.51,0.72,0.56,0.01,0.71,0.96
orc.csv,0.08,1.0,0.31,0.72,0.43,0.86,0.63,1.0,0.0,0.02,0.82,0.95
plato.csv,0.26,0.99,0.09,0.69,0.68,0.94,0.45,0.75,0.56,0.01,0.73,0.96
proftp.csv,0.0,1.0,0.28,0.71,1.0,0.75,0.72,0.95,0.0,0.06,0.88,1.0
tycho.csv,0.07,0.99,0.15,0.7,0.71,0.93,0.39,0.79,0.79,0.01,0.7,0.94
uclmda.csv,0.0,1.0,0.03,1.0,0.65,0.67,0.33,1.0,0.56,0.0,0.34,1.0
umber.csv,0.71,0.98,0.1,0.75,0.62,0.84,0.46,0.71,0.45,0.01,0.82,0.97
unicase.csv,0.55,1.0,0.12,0.66,0.62,0.87,0.48,0.85,0.5,0.01,0.83,0.43
vienna-add-in.csv,0.31,0.98,0.09,0.67,0.79,0.87,0.0,0.7,0.6,0.0,0.66,0.98
wpdev.csv,0.26,1.0,0.1,0.68,0.66,0.84,0.45,0.72,0.56,0.01,0.73,0.96
