,umber.csv,wpdev.csv,orc.csv,ivatamasks.csv,vienna-add-in.csv,plato.csv,proftp.csv,echongl.csv,tycho.csv,xpontus.csv,unicase.csv,uclmda.csv
echongl.csv,4.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,62.0,117.0,0.0,1.0
ivatamasks.csv,4.0,0.0,75.0,0.0,0.0,0.0,1.0,0.0,0.0,71.0,0.0,2.0
orc.csv,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,62.0,25.0,1.0,2.0
plato.csv,4.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,0.0,88.0,0.0,2.0
proftp.csv,73.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,62.0,6.0,0.0,0.0
tycho.csv,20.0,0.0,12.0,2.0,1.0,0.0,5.0,0.0,0.0,49.0,0.0,2.0
uclmda.csv,73.0,0.0,36.0,0.0,0.0,2.0,0.0,0.0,0.0,117.0,4.0,0.0
umber.csv,3.0,0.0,17.0,1.0,1.0,0.0,4.0,0.0,4.0,74.0,0.0,1.0
unicase.csv,1.0,0.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,71.0,0.0,3.0
vienna-add-in.csv,4.0,0.0,14.0,1.0,0.0,0.0,66.0,0.0,0.0,117.0,0.0,1.0
wpdev.csv,4.0,0.0,17.0,2.0,0.0,0.0,2.0,0.0,0.0,93.0,0.0,2.0
