,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.54,0.62,0.51,0.48,0.47,0.34,0.11,0.81,0.12,0.88,0.86,0.0,0.66
badtrinity-zero.csv,0.21,0.0,0.66,0.0,0.52,0.15,0.07,0.0,0.26,0.85,0.81,0.84,0.62
bibletime.csv,0.57,0.53,0.6,0.47,0.5,0.2,0.17,0.48,0.17,0.79,0.91,0.76,0.38
critterding.csv,0.54,0.63,0.62,0.43,0.46,0.14,0.13,0.68,0.18,0.9,0.83,0.73,0.64
elateportal.csv,0.54,0.6,0.59,0.55,0.58,0.19,0.09,0.79,0.07,0.75,0.98,0.85,0.64
fmri-dmt.csv,0.5,0.47,0.52,0.47,0.24,0.08,0.14,0.63,0.48,0.72,0.89,0.8,0.33
ftm.csv,0.55,0.27,0.33,0.41,0.6,0.17,0.12,0.14,0.33,0.48,0.09,0.64,0.68
gusanos.csv,0.32,0.55,0.5,0.56,0.55,0.21,0.05,0.87,0.19,0.71,0.78,0.0,0.2
monetdb.csv,0.46,0.41,0.48,0.37,0.57,0.27,0.1,0.55,0.17,0.21,0.85,0.46,0.57
quarkplayer.csv,0.43,0.2,0.45,0.32,0.03,0.07,0.21,0.13,0.19,0.43,0.0,0.29,0.06
reactos-mirror.csv,0.62,0.63,0.58,0.58,0.56,0.16,0.14,0.71,0.2,0.84,0.97,0.85,0.19
sandiaportals.csv,0.52,0.57,0.54,0.54,0.55,0.2,0.13,0.69,0.16,0.85,0.0,0.86,0.65
xbplayer.csv,0.34,0.52,0.48,0.63,0.57,0.26,0.07,0.64,0.15,0.65,0.49,0.64,0.51
