,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.73,1.0,0.4,1.0,0.37,0.19,0.35,1.0,0.65,0.5,0.0,0.0,0.87
badtrinity-zero.csv,0.04,0.0,0.35,0.0,0.78,0.96,0.09,0.0,0.23,0.43,0.33,0.83,0.69
bibletime.csv,0.44,0.2,0.41,0.26,0.66,0.57,0.46,0.31,0.61,0.29,0.67,0.33,0.15
critterding.csv,0.58,0.29,0.89,0.67,0.93,0.89,0.94,0.55,0.9,1.0,0.83,0.44,0.8
elateportal.csv,0.81,0.83,0.37,0.66,0.49,0.59,0.73,0.66,0.34,0.5,0.0,0.89,0.85
fmri-dmt.csv,0.66,0.68,0.78,0.93,0.41,0.59,0.69,0.79,0.21,0.86,0.83,0.78,0.62
ftm.csv,0.4,0.1,0.07,0.14,0.28,0.38,0.32,0.07,0.06,0.0,0.0,0.33,0.35
gusanos.csv,0.29,0.78,0.22,0.56,0.7,0.1,0.16,0.21,0.53,0.5,0.5,0.0,0.17
monetdb.csv,0.44,0.29,0.2,0.08,0.28,0.23,0.44,0.07,0.08,0.07,0.17,0.0,0.72
quarkplayer.csv,0.34,0.07,0.48,0.24,0.15,0.11,0.3,0.1,0.37,0.21,0.67,0.33,0.06
reactos-mirror.csv,0.25,0.39,0.44,0.43,0.45,0.55,0.61,0.72,0.65,0.43,0.5,1.0,0.21
sandiaportals.csv,0.44,0.51,0.34,0.54,0.46,0.37,0.82,0.66,0.47,0.36,0.17,0.17,0.61
xbplayer.csv,0.22,0.29,0.23,0.27,0.19,0.2,0.28,0.17,0.29,0.29,0.33,0.11,0.25
