,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.0,2.0,7.0,14.0,0.0,3.0,25.0,3.0,1.0,0.0,0.0,70.0,1.0
badtrinity-zero.csv,0.0,74.0,0.0,132.0,0.0,11.0,5.0,95.0,5.0,1.0,1.0,4.0,3.0
bibletime.csv,1.0,0.0,1.0,1.0,19.0,8.0,3.0,2.0,11.0,0.0,1.0,0.0,0.0
critterding.csv,0.0,4.0,0.0,12.0,20.0,8.0,10.0,0.0,6.0,0.0,3.0,3.0,1.0
elateportal.csv,0.0,2.0,0.0,9.0,0.0,9.0,42.0,3.0,17.0,0.0,0.0,2.0,0.0
fmri-dmt.csv,0.0,2.0,0.0,14.0,3.0,11.0,11.0,3.0,2.0,0.0,3.0,4.0,1.0
ftm.csv,5.0,0.0,4.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
gusanos.csv,0.0,1.0,0.0,11.0,0.0,2.0,12.0,0.0,11.0,0.0,1.0,70.0,2.0
monetdb.csv,4.0,4.0,2.0,3.0,0.0,4.0,5.0,1.0,3.0,0.0,0.0,0.0,1.0
quarkplayer.csv,0.0,1.0,0.0,3.0,15.0,16.0,8.0,1.0,2.0,0.0,49.0,4.0,2.0
reactos-mirror.csv,0.0,5.0,0.0,3.0,3.0,6.0,7.0,3.0,0.0,0.0,1.0,4.0,5.0
sandiaportals.csv,0.0,2.0,0.0,15.0,1.0,6.0,11.0,2.0,1.0,0.0,49.0,1.0,0.0
xbplayer.csv,1.0,0.0,2.0,4.0,6.0,2.0,22.0,1.0,5.0,0.0,0.0,0.0,1.0
