,reactos-mirror.csv,critterding.csv,badtrinity-zero.csv,xbplayer.csv,monetdb.csv,alpine.csv,quarkplayer.csv,gusanos.csv,fmri-dmt.csv,bibletime.csv,elateportal.csv,sandiaportals.csv,ftm.csv
alpine.csv,0.77,1.0,0.66,1.0,0.58,0.38,0.73,1.0,0.82,0.52,0.25,1.0,0.87
badtrinity-zero.csv,0.88,1.0,0.48,1.0,0.78,0.96,0.91,1.0,0.55,0.47,0.45,0.84,0.71
bibletime.csv,0.55,0.59,0.56,0.59,0.69,0.59,0.54,0.71,0.7,0.42,0.67,0.46,0.74
critterding.csv,0.66,0.48,0.9,0.75,0.94,0.9,0.94,0.66,0.9,1.0,0.86,0.56,0.81
elateportal.csv,0.83,0.84,0.56,0.66,0.52,0.61,0.86,0.68,0.9,0.6,0.05,0.89,0.85
fmri-dmt.csv,0.75,0.81,0.86,0.94,0.85,0.89,0.71,0.88,0.21,0.92,0.84,0.79,0.9
ftm.csv,0.56,0.83,0.79,0.68,0.43,0.63,0.71,0.93,0.67,0.68,0.95,0.58,0.45
gusanos.csv,0.78,0.82,0.63,0.58,0.7,0.76,0.92,0.26,0.63,0.64,0.59,1.0,0.89
monetdb.csv,0.67,0.71,0.65,0.74,0.46,0.47,0.77,0.62,0.84,0.88,0.3,0.7,0.76
quarkplayer.csv,0.68,0.89,0.74,0.75,0.99,0.92,0.47,0.93,0.62,0.74,1.2,0.88,0.97
reactos-mirror.csv,0.45,0.51,0.6,0.48,0.51,0.65,0.67,0.78,0.67,0.48,0.5,1.0,0.89
sandiaportals.csv,0.61,0.62,0.6,0.57,0.53,0.56,0.82,0.73,0.68,0.41,1.01,0.27,0.63
xbplayer.csv,0.76,0.6,0.65,0.38,0.49,0.54,0.86,0.52,0.73,0.56,0.74,0.52,0.61
