,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.08,1.0,0.29,0.5
n2cms.csv,1.0,0.43,0.24,0.67
nassp.csv,0.15,0.36,0.06,0.92
nug.csv,0.29,0.57,0.94,0.58
