,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv
maidsafe-dht.csv,0.03,0.0,0.11,0.11
n2cms.csv,0.0,0.32,0.31,0.24
nassp.csv,0.15,0.1,0.17,0.0
nug.csv,0.35,0.22,0.0,0.3
