,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.91,0.0,0.88,0.89,0.89,0.5,0.95,0.86,0.95,0.0,0.0,0.8
dvt.csv,0.97,0.99,0.96,0.77,0.86,0.94,0.83,0.92,0.95,0.76,0.83,0.63
flylinkdc.csv,0.69,0.99,0.86,0.56,0.54,0.6,0.71,0.56,0.92,0.76,0.61,0.57
fulguro.csv,0.93,0.96,0.85,0.98,0.86,0.99,0.93,0.88,0.5,0.8,0.83,0.91
fw4spl.csv,0.95,0.99,0.93,0.98,0.77,0.98,0.68,0.76,0.67,0.91,0.89,0.92
ipfire-wall.csv,0.93,0.45,0.81,0.61,0.67,0.76,0.92,0.56,0.67,0.7,0.92,0.84
jruby.csv,0.5,0.26,0.56,0.59,0.69,0.58,0.57,0.72,0.28,0.48,0.92,0.9
ldview.csv,0.67,0.79,0.8,0.79,0.7,0.97,0.95,0.82,0.8,0.86,0.48,0.9
nuttx.csv,0.34,0.29,0.61,0.39,0.48,0.41,0.47,0.35,0.26,0.47,0.45,0.48
oorexx.csv,0.41,0.74,0.99,0.6,0.47,0.59,0.5,0.46,0.68,0.64,0.5,0.47
uclmda.csv,0.67,0.98,0.98,0.75,0.59,0.97,0.95,0.48,0.26,0.83,0.5,0.83
vdsf.csv,0.41,0.99,0.88,0.61,0.51,0.64,0.5,0.38,0.3,0.52,0.42,0.41
