,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.27,0.0,0.88,0.11,0.22,0.0,0.95,0.0,1.0,1.0,0.0,0.4
dvt.csv,0.24,0.22,0.57,1.0,0.29,0.0,0.22,0.25,1.0,0.89,0.17,0.1
flylinkdc.csv,1.0,0.11,0.71,0.32,0.62,0.18,0.23,0.38,0.97,0.74,0.56,0.21
fulguro.csv,0.36,0.22,0.8,0.13,0.43,0.09,0.22,0.62,1.0,1.0,0.33,1.0
fw4spl.csv,0.14,0.11,0.8,0.14,0.23,1.0,0.38,0.19,0.98,0.82,0.56,0.08
ipfire-wall.csv,0.29,0.12,0.81,0.27,0.33,0.17,0.31,1.0,0.67,0.86,0.54,0.21
jruby.csv,0.26,0.09,0.83,0.26,0.38,0.11,0.21,0.28,0.98,0.99,0.46,0.1
ldview.csv,0.33,0.2,0.79,0.09,1.0,0.17,0.15,0.45,0.6,0.95,0.61,0.19
nuttx.csv,0.32,0.07,0.99,0.38,0.37,0.16,0.21,0.35,0.98,0.87,0.67,0.11
oorexx.csv,0.25,0.09,0.89,0.32,0.3,0.17,0.25,0.26,0.9,0.88,0.94,0.11
uclmda.csv,0.31,0.16,0.9,0.0,0.35,0.21,0.4,0.21,1.0,0.83,0.5,0.11
vdsf.csv,0.29,0.76,0.8,0.27,0.37,0.14,0.28,0.32,0.97,0.87,0.6,0.13
