,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,jruby.csv,oorexx.csv,fulguro.csv
ctrlr.csv,0.92,1.0,0.96,0.98,0.92,1.0,0.14,1.02,0.87,0.99,1.0,0.82
dvt.csv,0.84,0.79,0.96,0.07,0.91,1.0,0.84,0.87,0.88,0.73,0.99,0.8
flylinkdc.csv,0.05,0.83,0.97,0.74,0.63,0.67,0.78,0.72,0.8,0.93,0.79,0.53
fulguro.csv,0.87,0.95,0.79,0.94,0.86,0.86,0.8,0.73,0.99,0.96,0.96,0.0
fw4spl.csv,0.94,0.85,0.78,0.94,0.9,0.12,0.53,0.9,0.66,0.93,0.88,0.92
ipfire-wall.csv,0.9,0.58,0.74,0.8,0.95,0.75,0.82,0.0,1.0,0.79,0.84,0.66
jruby.csv,0.73,1.0,0.9,0.78,0.68,0.79,0.8,0.8,0.51,0.05,0.88,0.92
ldview.csv,0.74,0.58,0.78,1.02,0.05,0.9,0.9,0.74,1.04,0.84,0.71,0.67
nuttx.csv,0.72,0.93,0.05,0.56,0.7,0.76,0.81,0.74,0.67,0.95,0.6,0.76
oorexx.csv,0.78,0.79,0.67,0.68,0.9,0.61,0.73,0.86,1.21,0.68,0.1,0.77
uclmda.csv,0.73,0.94,0.71,1.0,0.73,0.86,0.65,0.91,0.0,0.96,0.97,0.84
vdsf.csv,0.83,0.12,0.8,0.88,0.87,0.7,0.88,0.93,0.85,0.86,0.85,0.96
