,reactos-mirror.csv,flylegacy.csv,etics.csv,bloodycore.csv,gzigzag.csv,blue-c.csv,jguard.csv,flexpay.csv,unbvision.csv,ppcboot.csv,auber.csv,img-browse-sort.csv,qdvdauthor.csv,biodwh.csv,ftm.csv,jcache.csv
auber.csv,99.0,98.5,96.5,788.0,94.5,96.5,195.0,198.0,97.5,99.0,99.0,706.0,97.5,1066.0,295.0,375.0
biodwh.csv,99.0,98.5,96.5,196.5,87.5,91.5,96.5,99.0,97.5,99.0,97.5,469.0,92.5,285.5,196.5,149.0
bloodycore.csv,99.0,96.5,96.5,851.5,1211.0,90.5,183.0,197.0,135.0,99.0,99.0,81.5,89.5,350.0,91.5,90.5
blue-c.csv,99.0,98.5,96.5,689.5,634.5,96.5,196.0,198.0,97.5,94.5,99.0,98.5,97.5,495.0,295.0,280.5
etics.csv,99.0,96.5,96.5,295.5,179.0,96.5,195.0,99.0,97.5,173.0,99.0,183.0,97.5,163.0,97.5,88.5
flexpay.csv,96.5,95.5,81.5,589.5,386.0,93.5,196.0,99.0,96.5,99.0,391.0,98.5,96.5,585.5,871.5,371.0
flylegacy.csv,1781.0,96.5,96.5,393.5,1019.5,96.5,97.5,198.0,97.5,355.0,99.0,98.5,97.5,93.5,295.0,282.5
ftm.csv,197.5,96.5,96.5,196.5,465.5,93.5,96.5,88.5,97.5,80.5,99.0,334.0,89.5,109.0,97.5,84.5
gzigzag.csv,283.5,187.0,81.5,492.5,179.0,96.5,196.0,198.0,97.5,94.5,99.0,342.5,97.5,190.0,295.0,275.5
img-browse-sort.csv,197.5,98.5,96.5,394.0,656.5,96.5,96.5,99.0,97.5,99.0,196.0,98.5,97.5,288.5,190.0,353.0
jcache.csv,197.5,98.5,96.5,492.5,386.0,96.5,196.0,98.5,97.5,99.0,99.0,98.5,97.5,93.5,94.5,275.5
jguard.csv,390.5,98.5,78.5,1057.0,1017.5,96.5,97.5,198.0,97.5,99.0,99.0,98.5,97.5,384.0,295.0,280.5
ppcboot.csv,99.0,96.5,96.5,885.5,919.0,96.5,196.0,198.0,97.5,94.5,99.0,98.5,97.5,93.5,295.0,282.5
qdvdauthor.csv,99.0,96.5,96.5,1631.0,724.0,96.5,96.5,99.0,97.5,99.0,99.0,81.5,97.5,1576.5,295.0,183.0
reactos-mirror.csv,198.0,96.5,96.5,590.0,386.0,96.5,96.5,99.0,97.5,99.0,99.0,435.5,97.5,516.0,91.5,183.0
unbvision.csv,99.0,98.5,96.5,687.5,290.5,96.5,195.0,99.0,97.5,99.0,99.0,166.0,97.5,384.0,196.5,88.5
