,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,primefaces.csv,web-cat.csv
cleartk.csv,98.5,96.5,197.5,196.5,195.5,192.0,93.5,581.0,294.0,197.5,17858.0,99.0,99.0,187.0
encog-cs.csv,98.5,93.5,99.0,197.5,196.0,290.5,96.5,680.0,490.0,256.5,52823.5,99.0,99.0,94.5
extprosys.csv,98.5,96.5,198.0,197.5,294.0,191.0,190.0,680.0,392.5,296.5,24976.0,274.5,99.0,192.0
intact.csv,98.5,96.5,95.5,197.5,195.5,286.5,93.5,290.5,490.0,296.5,27846.0,180.0,80.5,192.0
japano.csv,4252.0,99.0,99.0,196.5,295.0,194.0,96.5,289.5,490.0,296.5,52826.5,99.0,99.0,279.5
lockss.csv,98.5,93.5,99.0,76.5,96.5,413.5,78.5,386.0,89.5,348.0,15960.5,180.0,98.5,94.5
officefloor.csv,98.5,59.5,190.5,197.5,96.5,290.5,62.5,483.5,292.5,1006.0,16648.5,344.0,80.5,192.0
opennms.csv,1816.0,99.0,88.5,73.5,95.5,89.5,96.5,0.0,373.5,98.5,867.5,98.5,36.5,0.0
primefaces.csv,98.5,99.0,198.0,196.5,196.5,289.5,96.5,583.5,490.0,581.5,53364.5,99.0,99.0,192.0
rohxel.csv,98.5,99.0,198.0,189.0,191.5,283.5,96.5,482.5,195.0,654.0,27460.5,183.0,99.0,0.0
roolo.csv,3611.0,88.5,198.0,197.5,295.0,290.5,93.5,388.5,195.0,296.5,45570.0,99.0,98.5,279.5
sevenupdate.csv,98.5,99.0,198.0,197.5,196.0,290.5,96.5,680.0,490.0,197.5,53520.0,99.0,99.0,192.0
web-cat.csv,98.5,99.0,99.0,98.5,295.0,290.5,96.5,679.0,490.0,296.5,38648.5,99.0,99.0,94.5
