,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.1,0.12,0.0,0.32,0.05,0.21,0.05,0.29,0.02
arsenal-1.csv,0.95,0.15,0.26,0.03,0.09,0.21,0.09,0.02,0.47
barracudamvc.csv,0.25,0.82,1.0,0.94,0.98,0.71,0.98,0.93,0.81
irplus.csv,0.7,0.85,0.23,0.71,0.34,0.57,0.36,0.66,0.27
lite.csv,0.6,0.36,0.48,0.16,0.52,0.86,0.39,0.29,0.33
mevenide.csv,0.85,0.42,0.16,0.0,0.02,0.36,0.09,0.0,0.19
mumble.csv,0.5,0.91,0.65,0.19,0.23,0.71,0.8,0.54,0.45
ontopia.csv,0.3,0.85,0.35,0.61,0.63,0.29,0.5,0.8,0.1
openintents.csv,0.3,0.24,1.0,0.9,0.8,0.57,0.86,0.85,0.45
