,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.52,0.62,0.44,0.5,0.57,0.48,0.29,0.55,0.93,0.49,0.32,0.55,0.09,0.82,0.6,0.64,0.68,0.25,0.17,0.55
badtrinity-zero.csv,0.4,0.0,0.43,0.67,0.51,0.05,0.27,0.61,0.92,0.53,0.15,0.56,0.06,0.0,0.44,0.72,0.49,0.0,0.27,0.58
boost.csv,0.46,0.5,0.53,0.57,0.7,0.63,0.23,0.55,0.82,0.49,0.14,0.62,0.15,0.66,0.63,0.64,0.55,0.58,0.2,0.53
critterding.csv,0.54,0.64,0.39,0.62,0.76,0.4,0.32,0.52,0.9,0.45,0.14,0.53,0.13,0.62,0.58,0.73,0.51,0.9,0.17,0.51
enzo.csv,0.51,0.54,0.46,0.67,0.69,0.48,0.34,0.52,0.79,0.42,0.14,0.52,0.12,0.77,0.58,0.76,0.5,0.89,0.18,0.5
etics.csv,0.5,0.59,0.62,0.44,0.59,0.55,0.23,0.56,0.73,0.54,0.21,0.43,0.29,0.66,0.69,0.55,0.63,0.38,0.08,0.41
fmri-dmt.csv,0.49,0.47,0.33,0.52,0.64,0.48,0.15,0.43,0.62,0.24,0.08,0.51,0.14,0.63,0.42,0.55,0.24,0.78,0.48,0.37
genecys.csv,0.58,0.68,0.28,0.58,0.75,0.48,0.26,0.55,0.84,0.5,0.13,0.52,0.11,0.81,0.63,0.74,0.49,0.73,0.16,0.4
gusanos.csv,0.37,0.6,0.42,0.57,0.73,0.57,0.13,0.6,0.84,0.52,0.19,0.51,0.16,0.84,0.62,0.7,0.57,0.08,0.18,0.61
kftpgrabber.csv,0.13,0.56,0.35,0.41,0.58,0.55,0.14,0.4,0.42,0.56,0.24,0.43,0.16,0.73,0.61,0.53,0.69,0.21,0.09,0.53
kvs.csv,0.36,0.32,0.45,0.4,0.18,0.22,0.57,0.33,0.03,0.32,0.12,0.42,0.0,0.35,0.43,0.36,0.21,0.75,0.16,0.26
mcore3d.csv,0.06,0.41,0.13,0.46,0.75,0.5,0.35,0.5,0.9,0.52,0.1,0.2,0.18,0.55,0.57,0.54,0.52,0.21,0.14,0.49
modplug.csv,0.54,0.61,0.39,0.59,0.79,0.5,0.38,0.59,0.92,0.53,0.16,0.5,0.13,0.76,0.62,0.85,0.54,0.77,0.13,0.55
monetdb.csv,0.42,0.44,0.13,0.42,0.61,0.43,0.08,0.25,0.45,0.53,0.35,0.33,0.09,0.54,0.59,0.61,0.56,0.13,0.14,0.49
ogrehg.csv,0.42,0.55,0.53,0.55,0.73,0.57,0.17,0.64,0.92,0.56,0.2,0.5,0.14,0.66,0.66,0.69,0.57,0.7,0.22,0.57
passwordsafe.csv,0.48,0.57,0.42,0.62,0.73,0.53,0.17,0.63,0.91,0.54,0.14,0.59,0.17,0.65,0.73,0.8,0.57,0.46,0.12,0.66
projecteqemu.csv,0.58,0.48,0.47,0.49,0.59,0.56,0.16,0.53,0.69,0.5,0.21,0.44,0.16,0.6,0.71,0.66,0.62,0.8,0.29,0.6
quarkplayer.csv,0.27,0.15,0.3,0.31,0.39,0.14,0.2,0.23,0.12,0.08,0.06,0.41,0.25,0.21,0.3,0.18,0.12,0.57,0.17,0.17
reactos-mirror.csv,0.62,0.63,0.4,0.58,0.71,0.54,0.3,0.53,0.81,0.57,0.17,0.53,0.11,0.69,0.67,0.76,0.6,0.69,0.16,0.58
xbplayer.csv,0.37,0.51,0.45,0.61,0.54,0.57,0.33,0.48,0.71,0.55,0.26,0.6,0.15,0.56,0.56,0.72,0.61,0.21,0.27,0.49
