,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.72,1.0,0.54,0.49,0.46,1.0,0.25,0.63,1.0,0.55,0.67,1.0,0.18,1.0,0.72,0.49,0.83,0.15,0.83,0.65
badtrinity-zero.csv,0.3,0.0,0.46,0.71,0.4,0.02,0.6,0.81,0.94,0.96,1.0,0.91,0.09,0.0,0.31,0.71,0.63,0.0,0.5,0.89
boost.csv,0.39,0.5,0.77,0.52,0.67,0.74,0.35,0.57,0.73,0.49,0.25,0.7,0.64,0.54,0.81,0.58,0.77,0.43,0.67,0.53
critterding.csv,0.68,0.62,1.0,0.86,0.88,0.6,0.9,0.8,0.9,0.85,0.83,0.74,1.0,0.55,0.89,0.75,0.97,0.9,1.0,0.91
enzo.csv,0.75,0.71,0.69,0.99,0.68,0.88,0.9,0.7,0.74,0.74,0.83,0.89,0.64,0.78,0.81,0.87,0.83,0.84,1.0,0.88
etics.csv,0.39,0.56,0.69,0.3,0.49,0.62,0.15,0.45,0.6,0.53,0.33,0.34,0.55,0.52,0.67,0.38,0.8,0.24,0.17,0.28
fmri-dmt.csv,0.63,0.56,0.69,0.63,0.62,0.95,0.25,0.59,0.48,0.26,0.33,0.83,0.82,0.61,0.42,0.53,0.33,0.79,1.0,0.51
genecys.csv,0.81,0.97,0.62,0.66,0.84,0.71,0.45,0.87,0.79,0.87,0.67,0.81,0.64,0.97,0.69,0.8,0.97,0.71,0.83,0.42
gusanos.csv,0.29,0.74,0.77,0.54,0.74,0.86,0.15,0.79,0.79,1.0,0.5,0.77,0.64,0.84,0.64,0.67,0.87,0.04,0.67,0.77
kftpgrabber.csv,0.08,0.5,0.23,0.29,0.45,0.83,0.1,0.31,0.27,0.66,0.33,0.41,0.45,0.63,0.61,0.36,0.83,0.12,0.33,0.46
kvs.csv,0.3,0.24,0.54,0.3,0.1,0.21,0.7,0.28,0.02,0.32,0.25,0.41,0.0,0.24,0.36,0.24,0.13,0.62,0.83,0.23
mcore3d.csv,0.03,0.38,0.08,0.37,0.74,0.5,0.8,0.46,0.92,0.62,0.25,0.12,0.64,0.42,0.67,0.4,0.57,0.12,0.5,0.47
modplug.csv,0.8,0.85,1.0,0.71,0.93,0.9,0.9,0.9,0.92,0.96,0.92,0.72,1.0,0.81,0.97,0.85,1.0,0.67,0.67,0.93
monetdb.csv,0.41,0.41,0.08,0.32,0.5,0.36,0.05,0.16,0.29,0.57,0.58,0.3,0.27,0.37,0.61,0.44,0.67,0.07,0.17,0.47
ogrehg.csv,0.3,0.47,0.69,0.48,0.71,0.79,0.2,0.67,0.89,0.77,0.58,0.46,0.55,0.54,0.81,0.64,0.63,0.58,0.83,0.49
passwordsafe.csv,0.39,0.5,0.85,0.63,0.75,0.64,0.25,0.77,0.87,0.79,0.67,0.85,0.73,0.57,0.89,0.71,1.0,0.31,0.5,0.68
projecteqemu.csv,0.74,0.38,0.77,0.37,0.46,0.81,0.1,0.47,0.55,0.55,0.33,0.38,0.45,0.46,0.75,0.53,0.67,0.73,1.0,0.49
quarkplayer.csv,0.19,0.09,0.54,0.25,0.27,0.1,0.35,0.21,0.06,0.06,0.08,0.34,0.82,0.13,0.22,0.11,0.1,0.48,0.5,0.12
reactos-mirror.csv,0.61,0.71,1.0,0.59,0.72,0.69,0.55,0.73,0.74,0.79,0.67,0.56,0.64,0.67,0.81,0.73,0.87,0.59,0.67,0.65
xbplayer.csv,0.3,0.5,0.38,0.62,0.41,0.67,0.35,0.44,0.56,0.49,0.75,0.74,0.55,0.43,0.67,0.71,1.0,0.12,0.83,0.42
