,reactos-mirror.csv,critterding.csv,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,ogrehg.csv,genecys.csv,monetdb.csv,alpine.csv,boost.csv,quarkplayer.csv,gusanos.csv,projecteqemu.csv,modplug.csv,kftpgrabber.csv,enzo.csv,fmri-dmt.csv,passwordsafe.csv
alpine.csv,0.41,0.45,0.37,0.51,0.75,0.32,0.33,0.49,0.87,0.43,0.21,0.38,0.06,0.7,0.52,0.9,0.58,0.83,0.09,0.48
badtrinity-zero.csv,0.62,0.0,0.4,0.64,0.73,1.0,0.17,0.49,0.91,0.36,0.08,0.41,0.04,0.0,0.79,0.74,0.4,0.0,0.19,0.42
boost.csv,0.57,0.5,0.4,0.62,0.74,0.55,0.17,0.52,0.94,0.49,0.1,0.56,0.09,0.86,0.52,0.71,0.43,0.9,0.12,0.53
critterding.csv,0.44,0.66,0.24,0.48,0.67,0.3,0.19,0.38,0.9,0.3,0.07,0.41,0.07,0.7,0.43,0.71,0.35,0.9,0.09,0.35
enzo.csv,0.39,0.44,0.35,0.51,0.69,0.33,0.21,0.41,0.84,0.29,0.08,0.36,0.07,0.76,0.45,0.68,0.36,0.93,0.1,0.35
etics.csv,0.68,0.63,0.56,0.77,0.76,0.49,0.5,0.73,0.92,0.54,0.15,0.6,0.19,0.9,0.71,0.95,0.52,0.96,0.05,0.76
fmri-dmt.csv,0.4,0.4,0.22,0.44,0.65,0.32,0.11,0.34,0.88,0.23,0.05,0.36,0.07,0.64,0.43,0.58,0.19,0.77,0.32,0.29
genecys.csv,0.45,0.52,0.18,0.52,0.68,0.36,0.18,0.4,0.91,0.35,0.07,0.39,0.06,0.69,0.58,0.69,0.33,0.77,0.09,0.38
gusanos.csv,0.52,0.51,0.29,0.61,0.72,0.42,0.12,0.49,0.89,0.35,0.12,0.39,0.09,0.85,0.61,0.73,0.43,1.0,0.11,0.51
kftpgrabber.csv,0.55,0.63,0.75,0.72,0.79,0.41,0.25,0.55,0.94,0.48,0.18,0.44,0.1,0.88,0.61,1.0,0.6,0.92,0.05,0.62
kvs.csv,0.44,0.5,0.39,0.6,0.8,0.22,0.48,0.39,0.5,0.33,0.08,0.44,0.0,0.64,0.54,0.72,0.5,0.94,0.09,0.3
mcore3d.csv,0.48,0.43,0.5,0.63,0.77,0.5,0.22,0.55,0.89,0.45,0.06,0.67,0.1,0.82,0.5,0.81,0.47,1.0,0.08,0.5
modplug.csv,0.41,0.48,0.25,0.5,0.68,0.35,0.24,0.44,0.92,0.36,0.09,0.38,0.07,0.71,0.45,0.85,0.37,0.92,0.07,0.4
monetdb.csv,0.42,0.48,0.5,0.64,0.77,0.54,0.17,0.62,1.0,0.5,0.25,0.36,0.05,0.96,0.58,1.0,0.49,0.88,0.12,0.5
ogrehg.csv,0.69,0.67,0.43,0.63,0.75,0.45,0.14,0.61,0.95,0.44,0.12,0.55,0.08,0.86,0.56,0.76,0.51,0.89,0.12,0.67
passwordsafe.csv,0.6,0.65,0.28,0.61,0.71,0.45,0.13,0.53,0.95,0.42,0.08,0.45,0.1,0.76,0.62,0.93,0.4,0.89,0.07,0.64
projecteqemu.csv,0.48,0.65,0.33,0.74,0.81,0.42,0.4,0.6,0.92,0.45,0.15,0.54,0.1,0.84,0.68,0.88,0.57,0.89,0.17,0.76
quarkplayer.csv,0.5,0.5,0.21,0.41,0.66,0.29,0.14,0.26,1.0,0.12,0.04,0.5,0.15,0.45,0.47,0.6,0.14,0.71,0.1,0.26
reactos-mirror.csv,0.62,0.57,0.25,0.57,0.7,0.45,0.21,0.41,0.9,0.45,0.1,0.5,0.06,0.71,0.57,0.8,0.46,0.83,0.09,0.52
xbplayer.csv,0.48,0.52,0.56,0.6,0.78,0.49,0.32,0.53,0.95,0.62,0.16,0.5,0.08,0.81,0.48,0.72,0.44,1.0,0.16,0.59
