,triplea.csv,mclient-mume.csv,jython.csv,freelords.csv,jmonkeyengine.csv,aufs.csv,toped.csv,calcubetimer.csv,st-filteredstatistics.csv,aten.csv,papertoolkit.csv,primefaces.csv,chaosrts.csv,web-cat.csv,emono.csv
aufs.csv,0.83,0.56,0.68,0.86,0.89,0.45,0.51,1.11,0.83,0.77,0.78,0.98,0.83,0.77,0.85
calcubetimer.csv,0.61,0.98,1.0,0.84,0.96,1.0,0.85,0.14,0.88,0.77,0.76,0.83,0.78,0.71,0.72
chaosrts.csv,0.82,0.64,1.0,0.55,0.65,1.0,0.83,0.71,0.54,0.41,0.71,0.78,0.26,0.71,0.77
emono.csv,0.77,0.97,0.25,0.98,0.93,1.0,0.58,1.0,0.93,0.28,0.81,0.94,1.0,0.87,0.52
freelords.csv,0.57,0.44,0.99,0.53,0.62,0.62,0.67,0.65,0.65,0.28,0.73,0.64,0.79,0.75,0.91
jmonkeyengine.csv,0.86,0.38,0.73,0.85,0.49,1.0,0.68,1.01,0.89,1.01,0.37,0.65,0.86,0.57,0.92
jython.csv,0.55,0.85,0.21,0.69,0.7,0.83,0.71,0.62,0.74,0.78,1.04,0.79,1.01,0.9,0.57
mclient-mume.csv,0.82,0.17,0.88,0.86,0.57,0.95,0.51,0.88,0.59,1.05,0.5,0.76,0.62,0.7,0.82
papertoolkit.csv,0.76,0.93,0.46,0.88,0.84,0.84,0.53,0.82,0.95,0.8,0.17,0.83,0.97,0.92,0.68
primefaces.csv,0.74,1.0,1.0,0.59,0.94,1.0,1.0,0.82,0.45,1.0,0.95,0.38,0.95,0.75,1.0
st-filteredstatistics.csv,0.87,1.0,0.99,0.79,0.93,0.7,0.89,0.78,0.24,1.0,0.81,0.93,0.95,0.97,1.0
toped.csv,0.9,0.81,1.0,0.67,0.81,0.8,0.24,1.0,0.78,1.09,0.88,0.82,1.0,1.0,0.68
triplea.csv,0.34,0.45,0.33,0.62,0.6,0.59,0.59,0.78,0.7,0.5,0.67,0.61,0.85,0.78,0.69
web-cat.csv,0.82,0.5,0.5,0.64,0.8,0.8,0.57,0.77,0.62,1.01,0.67,0.75,0.84,0.3,0.84
