,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.97,1.0,0.41,0.88,1.0,0.81,0.76,0.92,0.98,1.02,0.97
cubefs.csv,0.79,1.0,1.0,0.56,0.98,0.77,0.77,0.43,1.08,0.44,0.99
iaml.csv,0.7,0.94,0.53,0.79,0.59,0.68,0.44,0.87,1.1,0.79,0.65
ivataopenportal.csv,0.74,1.0,0.83,0.9,0.92,0.39,0.88,1.0,1.24,0.88,1.0
mb-unit.csv,0.89,0.92,0.62,0.54,0.92,0.94,0.73,0.7,0.51,0.62,0.5
mvdsv.csv,0.97,0.82,1.0,0.93,0.03,0.99,0.92,0.94,1.0,0.82,0.92
nova.csv,0.74,0.26,0.67,0.71,1.18,0.76,0.61,0.92,0.76,0.74,0.76
olex2.csv,0.79,0.6,0.56,0.57,0.54,0.98,0.65,0.62,1.04,0.45,0.39
openwbem.csv,0.51,0.62,0.53,0.64,0.62,0.86,0.78,0.76,0.53,0.54,0.6
xcmetadataservicestoolkit.csv,0.89,1.0,0.68,0.66,1.08,0.93,0.77,0.78,0.98,0.45,0.72
