,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,elynx.csv,xcmetadataservicestoolkit.csv,olex2.csv
crisscross.csv,0.97,1.0,0.3,0.87,1.0,0.75,0.64,0.0,0.98,1.0,0.97
cubefs.csv,0.24,1.0,1.0,0.32,0.98,0.75,0.71,0.35,0.41,0.27,0.99
iaml.csv,0.24,0.16,0.41,0.26,0.59,0.27,0.31,0.09,0.46,0.67,0.28
ivataopenportal.csv,0.73,1.0,0.83,0.89,0.92,0.26,0.85,1.0,0.73,0.87,1.0
mb-unit.csv,0.89,0.05,0.55,0.44,0.92,0.93,0.64,0.06,0.51,0.6,0.39
mvdsv.csv,0.02,0.3,0.0,0.05,0.03,0.01,0.08,0.06,0.07,0.0,0.01
nova.csv,0.69,0.2,0.61,0.63,0.63,0.6,0.47,0.91,0.76,0.13,0.7
olex2.csv,0.77,0.27,0.36,0.41,0.43,0.98,0.45,0.32,0.27,0.33,0.25
openwbem.csv,0.28,0.09,0.24,0.43,0.52,0.83,0.14,0.74,0.53,0.33,0.52
xcmetadataservicestoolkit.csv,0.85,1.0,0.28,0.51,0.41,0.91,0.66,0.12,0.98,0.4,0.69
