,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.0,0.05,0.07,0.06,1.0,0.24,0.17,0.02,0.1,0.0,0.0,0.27,0.16,0.26,0.11,0.04,0.04
codeblocks.csv,0.33,0.97,0.35,0.23,0.47,0.44,0.27,0.58,0.26,0.05,0.49,0.46,0.48,0.0,0.44,0.38,0.18
grisbi.csv,0.52,0.65,0.23,0.27,0.69,0.67,0.98,0.34,0.49,0.48,0.62,0.57,0.68,0.36,0.59,0.64,0.41
libmesh.csv,0.48,0.18,0.33,0.27,0.23,0.27,0.11,0.39,0.93,0.13,0.0,0.35,0.36,0.59,0.16,0.04,0.32
panda3d.csv,0.06,0.26,0.11,0.14,0.33,0.47,0.2,0.01,0.05,0.26,0.23,0.86,0.43,0.37,0.2,0.07,0.16
proftp.csv,0.14,0.48,0.3,0.09,0.22,0.94,0.34,0.24,0.14,0.26,0.44,0.31,0.3,0.39,0.34,0.35,0.07
red5.csv,0.4,0.21,0.35,1.0,0.0,0.04,0.04,0.4,0.58,0.0,0.0,0.27,0.12,0.0,0.26,0.23,0.19
skia.csv,0.42,0.24,0.52,0.56,0.17,0.55,0.37,0.65,0.22,0.0,0.0,0.25,0.02,0.52,0.93,0.45,0.3
soar.csv,0.51,0.29,0.52,0.59,0.53,0.3,0.41,0.68,0.35,0.38,0.23,0.14,0.26,0.98,0.34,0.48,0.62
super-tux.csv,0.6,0.0,0.41,0.51,0.33,0.0,0.0,0.49,0.0,0.0,0.09,0.0,1.0,0.04,0.0,0.0,0.46
t-2.csv,0.57,0.46,0.54,0.46,0.58,0.38,0.25,0.94,0.61,0.43,0.57,0.41,0.44,0.67,0.36,0.34,0.56
tart.csv,0.02,0.11,0.0,0.0,0.06,0.04,0.0,0.0,0.0,0.0,0.83,0.0,0.05,0.41,0.0,0.0,0.06
tcvp.csv,0.3,0.26,0.27,0.3,0.23,0.31,0.28,0.04,0.0,0.91,0.0,0.29,0.13,0.53,0.25,0.12,0.38
tencompetence.csv,0.33,0.13,0.33,0.29,0.37,0.16,0.18,0.16,0.34,0.0,0.24,0.35,0.52,0.26,0.11,0.05,0.98
utgb.csv,0.42,0.25,0.93,0.34,0.28,0.42,0.25,0.5,0.1,0.26,0.44,0.18,0.29,0.53,0.34,0.21,0.16
xbrlapi.csv,0.98,0.3,0.36,0.5,0.28,0.57,0.61,0.38,0.48,0.45,0.23,0.42,0.25,0.17,0.38,0.39,0.35
zemljanka.csv,0.09,0.21,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.13,0.09,0.0,0.17,0.32,1.0,0.05
