,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.0,0.8,0.5,0.5,0.82,0.89,0.89,0.96,0.78,0.5,0.88,0.77,0.79,0.44,0.83,0.86,0.88
codeblocks.csv,0.64,0.44,0.52,0.91,0.43,0.45,0.35,0.51,0.48,0.37,0.36,0.43,0.47,0.0,0.49,0.44,0.69
grisbi.csv,0.34,0.39,0.34,0.29,0.37,0.33,0.31,0.46,0.38,0.34,0.35,0.41,0.42,0.3,0.33,0.38,0.4
libmesh.csv,0.68,0.95,0.95,0.95,0.93,0.94,0.89,0.76,0.88,0.96,0.94,0.82,0.97,0.61,0.91,0.86,0.99
panda3d.csv,0.67,0.97,0.83,0.89,0.96,0.55,0.91,0.97,0.93,0.83,0.79,0.78,0.74,0.57,0.9,0.93,0.97
proftp.csv,0.92,0.52,0.75,0.83,0.81,0.46,0.68,0.76,0.58,0.81,0.6,0.71,0.54,0.53,0.62,0.56,0.96
red5.csv,0.54,0.97,0.62,0.44,0.9,0.8,0.86,0.56,0.96,0.92,0.94,0.98,0.92,0.0,0.88,0.95,0.75
skia.csv,0.61,0.88,0.41,0.36,0.88,0.45,0.61,0.43,0.65,0.88,0.89,0.91,0.67,0.36,0.62,0.38,0.53
soar.csv,0.53,0.85,0.59,0.51,0.68,0.6,0.54,0.7,0.71,0.93,0.62,0.82,0.92,0.53,0.86,0.73,0.66
super-tux.csv,0.4,0.41,0.5,0.32,0.42,0.4,0.35,0.46,0.49,0.36,0.34,0.45,0.44,0.0,0.36,0.44,0.44
t-2.csv,0.52,0.69,0.62,0.54,0.67,0.56,0.47,0.99,0.69,0.45,0.6,0.57,0.69,0.53,0.69,0.59,0.57
tart.csv,0.0,0.91,0.0,0.0,0.75,0.67,0.0,0.95,0.0,0.0,0.75,0.0,0.8,0.59,0.0,0.0,0.92
tcvp.csv,0.92,0.89,0.93,0.85,0.9,0.87,0.82,0.93,0.0,0.88,0.94,0.68,0.92,0.5,0.75,0.95,0.74
tencompetence.csv,0.92,0.94,0.95,0.83,0.65,0.93,0.92,0.93,0.7,0.83,0.92,0.98,0.6,0.75,0.88,0.88,0.63
utgb.csv,0.68,0.71,0.56,0.63,0.79,0.67,0.87,0.73,0.8,0.71,0.86,0.95,0.68,0.48,0.8,0.97,0.96
xbrlapi.csv,0.54,0.83,0.62,0.53,0.88,0.48,0.41,0.66,0.47,0.56,0.59,0.74,0.91,0.38,0.59,0.57,0.88
zemljanka.csv,0.37,0.4,0.38,0.31,0.44,0.4,0.34,0.44,0.49,0.36,0.33,0.44,0.44,0.35,0.37,0.45,0.46
