,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,1.0,0.96,0.94,0.95,0.01,0.8,0.86,0.98,0.94,1.0,1.0,0.78,0.89,0.89,0.92,0.97,0.97
codeblocks.csv,0.76,0.08,0.76,0.82,0.86,0.86,0.93,0.53,0.95,0.99,0.84,0.86,0.84,1.0,0.86,0.89,0.89
grisbi.csv,0.81,0.56,0.95,0.94,0.61,0.7,0.03,0.91,0.81,0.84,0.75,0.66,0.49,0.93,0.75,0.62,0.91
libmesh.csv,0.66,0.86,0.78,0.83,0.82,0.81,0.93,0.83,0.08,0.95,1.02,0.77,0.71,0.62,0.89,0.97,0.75
panda3d.csv,0.95,0.79,0.92,0.89,0.75,0.62,0.83,0.99,1.0,0.78,0.86,0.17,0.82,0.8,0.84,0.94,0.88
proftp.csv,0.9,0.63,0.75,0.94,0.82,0.07,0.71,0.82,0.91,0.8,0.65,0.74,0.77,0.69,0.76,0.71,0.95
red5.csv,0.72,0.86,0.7,0.0,1.01,0.97,1.03,0.68,0.5,1.02,1.02,0.83,0.98,1.0,0.82,0.83,0.88
skia.csv,0.69,0.81,0.66,0.68,0.86,0.52,0.7,0.64,0.85,1.01,1.01,0.8,1.0,0.68,0.09,0.63,0.89
soar.csv,0.66,0.8,0.66,0.54,0.66,0.87,0.82,0.45,0.72,0.68,0.87,0.9,0.97,0.03,0.71,0.7,0.6
super-tux.csv,0.69,1.0,0.79,0.81,0.91,1.0,1.0,0.66,1.0,1.0,0.98,1.0,0.0,0.97,1.0,1.0,0.72
t-2.csv,0.73,0.84,0.7,0.82,0.71,0.94,0.97,0.07,0.71,0.89,0.66,0.91,0.89,0.58,0.89,0.93,0.78
tart.csv,0.98,0.91,1.0,1.0,0.95,0.97,1.0,1.0,1.0,1.0,0.2,1.0,0.98,0.86,1.0,1.0,0.95
tcvp.csv,0.82,0.81,0.8,0.81,0.81,0.76,0.76,0.97,1.0,0.11,1.02,0.78,0.91,0.69,0.85,0.9,0.71
tencompetence.csv,0.78,0.89,0.8,0.85,0.75,0.92,0.86,0.91,0.81,1.0,0.81,0.74,0.54,0.85,0.92,0.96,0.03
utgb.csv,0.69,0.8,0.09,0.73,0.78,0.66,0.79,0.6,0.93,0.8,0.64,0.86,0.78,0.73,0.72,0.85,0.91
xbrlapi.csv,0.02,0.83,0.86,0.75,0.8,0.49,0.48,0.85,0.82,0.75,0.91,0.69,0.88,0.96,0.8,0.78,0.81
zemljanka.csv,0.97,0.95,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,0.97,0.98,1.0,0.96,0.92,0.0,0.99
