,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,chaosrts.csv
chaosrts.csv,0.67,0.53,0.83,0.24,0.82,0.77
lazarus-ccr.csv,0.83,0.74,0.89,0.76,0.45,0.87
lcfizvtop.csv,0.5,0.76,0.44,1.0,0.91,0.37
migen.csv,0.58,0.68,0.11,0.33,0.27,0.74
mvnforum.csv,0.04,0.29,0.44,0.62,0.27,0.38
plplot.csv,1.0,0.65,0.39,0.62,0.82,0.4
