,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.81,0.82,0.48,0.33,0.39,0.15
aime.csv,0.67,0.86,0.18,0.0,0.45,0.06
badtrinitycore.csv,0.0,0.08,0.39,0.51,0.25,0.28
electric-core.csv,0.72,0.82,0.51,0.28,0.31,0.37
geochat.csv,0.64,0.87,0.3,0.1,0.38,0.43
olsrd.csv,0.73,0.82,0.39,0.31,0.29,0.4
