,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.25,0.25,0.2,0.25,0.22,0.08
aime.csv,0.67,1.0,0.49,0.0,0.29,0.04
badtrinitycore.csv,0.0,0.05,0.24,0.18,0.72,0.44
electric-core.csv,0.71,0.5,0.24,0.39,0.69,0.47
geochat.csv,0.33,0.95,0.83,0.31,0.49,0.24
olsrd.csv,0.79,0.25,0.35,0.35,0.49,0.48
