,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.34,0.35,0.48,0.53,0.29,0.37,0.33,1.0,0.39
exordium.csv,0.94,0.17,0.58,0.29,0.31,0.24,0.06,0.13,0.37
flexpay.csv,0.26,0.51,0.6,0.44,0.97,0.44,0.16,0.83,0.51
mptvseries.csv,0.54,1.0,0.68,0.6,0.3,0.43,0.32,0.13,0.44
openmsx.csv,0.41,0.5,0.88,0.67,0.3,0.98,0.32,0.88,0.48
qtractor.csv,0.5,0.44,0.72,0.98,0.3,0.24,0.35,0.17,0.48
synergyspace.csv,0.42,0.31,0.75,0.33,0.28,0.35,1.0,0.2,0.44
tango-cs.csv,0.32,0.23,0.61,0.37,0.27,0.46,0.24,0.24,1.0
toped.csv,0.35,0.58,1.0,0.47,0.25,0.43,0.37,0.2,0.35
