,exordium.csv,mptvseries.csv,toped.csv,qtractor.csv,flexpay.csv,openmsx.csv,synergyspace.csv,elateportal.csv,tango-cs.csv
elateportal.csv,0.26,0.37,0.33,0.46,0.48,0.34,0.42,1.0,0.36
exordium.csv,0.89,0.11,0.43,0.18,0.27,0.15,0.04,0.07,0.31
flexpay.csv,0.32,0.68,0.47,0.46,0.93,0.43,0.15,0.73,0.67
mptvseries.csv,0.68,1.0,0.55,0.61,0.44,0.35,0.35,0.07,0.42
openmsx.csv,0.79,0.68,0.88,0.82,0.75,0.98,0.69,0.89,0.69
qtractor.csv,0.63,0.42,0.59,0.96,0.48,0.18,0.38,0.09,0.51
synergyspace.csv,0.63,0.21,0.65,0.21,0.56,0.26,1.0,0.11,0.49
tango-cs.csv,0.37,0.21,0.45,0.29,0.36,0.46,0.35,0.14,1.0
toped.csv,0.47,0.68,1.0,0.43,0.42,0.46,0.5,0.11,0.31
