,recall,precision,pf,wins
acdk.csv,0.45,0.52,0.24,599
acegisecurity.csv,0.64,0.43,0.48,403
adaptagrams.csv,0.4,0.5,0.22,587
adobe-source.csv,0.5,0.45,0.37,457
agilitybook.csv,0.42,0.4,0.39,272
aime.csv,0.29,0.34,0.28,221
all-plasm.csv,0.33,0.41,0.29,351
alleg.csv,0.5,0.4,0.42,306
alpine.csv,0.73,0.41,0.6,284
alsa.csv,0.67,0.44,0.51,406
amanda.csv,0.54,0.44,0.43,394
amateur-scrolls.csv,0.2,0.33,0.15,300
ambulant.csv,0.65,0.4,0.63,162
amygdala.csv,0.4,0.4,0.37,283
anaxagora.csv,0.62,0.42,0.48,373
apertium.csv,0.33,0.39,0.28,324
apolloplayer.csv,0.57,0.41,0.43,378
applet2app.csv,0.59,0.5,0.35,585
arcallians.csv,0.67,0.44,0.52,391
archive-crawler.csv,0.43,0.41,0.36,342
ardour.csv,0.5,0.51,0.31,581
arm-webradio.csv,0.4,0.41,0.37,294
array4j.csv,0.59,0.35,0.62,89
atunes.csv,0.61,0.43,0.47,388
auber.csv,0.8,0.41,0.72,189
aufs.csv,0.27,0.33,0.27,204
autat.csv,0.3,0.48,0.17,551
autoopencas.csv,0.29,0.26,0.45,14
autowikibrowser.csv,0.67,0.45,0.48,460
avifile.csv,0.45,0.36,0.5,125
avisynth2.csv,0.03,0.33,0.02,320
awemud.csv,0.57,0.46,0.39,491
aztec.csv,0.37,0.5,0.21,583
azureus.csv,0.86,0.39,0.81,117
baadengine.csv,0.89,0.4,0.77,186
bacnet.csv,0.46,0.45,0.32,479
badtrinity-zero.csv,0.45,0.44,0.33,451
barracudamvc.csv,0.93,0.35,0.97,15
bdbbasic.csv,0.47,0.41,0.37,371
beast-mcmc.csv,0.74,0.45,0.57,400
benojt.csv,1.0,0.37,1.0,23
betoffice.csv,0.71,0.33,0.83,3
bibedt.csv,0.54,0.45,0.38,475
bibletime.csv,0.7,0.42,0.54,360
bigdata.csv,0.45,0.41,0.37,352
biodwh.csv,0.31,0.51,0.16,593
bionote.csv,0.35,0.5,0.19,585
biopax.csv,1.0,0.38,1.0,31
bl-toolkit.csv,0.69,0.38,0.71,95
blogentis.csv,0.52,0.36,0.64,43
blue-c.csv,0.77,0.42,0.64,279
bnetd.csv,0.77,0.39,0.7,160
bochs.csv,0.71,0.39,0.63,197
boost-sandbox.csv,0.56,0.37,0.55,149
boost.csv,0.61,0.46,0.44,474
botsnscouts.csv,0.63,0.46,0.43,491
brlcad.csv,0.29,0.46,0.18,525
bscwweasel.csv,0.27,0.45,0.17,510
buddata-ebxml-registry.csv,0.97,0.38,0.94,59
bullet.csv,0.61,0.38,0.57,176
bulmages.csv,0.18,0.33,0.13,308
bwapi.csv,0.96,0.37,0.96,34
bzbyte.csv,0.22,0.08,0.18,28
calcubetimer.csv,0.71,0.39,0.6,238
carabiner.csv,0.69,0.44,0.52,414
cascading.csv,0.69,0.43,0.53,379
chaosrts.csv,0.53,0.41,0.43,333
chaperon.csv,0.41,0.35,0.44,141
chrysalis.csv,0.48,0.49,0.29,559
cities3d.csv,0.27,0.36,0.21,321
clamav.csv,0.74,0.41,0.6,291
cleartk.csv,0.74,0.4,0.65,214
cme.csv,0.0,0.0,0.0,4
co-ode-owl-plugins.csv,0.5,0.41,0.46,267
codepurge.csv,0.53,0.44,0.41,422
codesmith.csv,0.64,0.37,0.65,109
columba.csv,0.64,0.45,0.45,473
continuum-ide.csv,0.17,0.4,0.16,370
coot.csv,0.5,0.34,0.48,147
cornerstone.csv,0.26,0.53,0.12,602
cortex-vfx.csv,0.4,0.5,0.24,568
crisscross.csv,0.94,0.38,0.9,71
critterding.csv,0.88,0.38,0.86,71
crux-framework.csv,0.27,0.41,0.22,393
ctrlr.csv,0.22,0.27,0.33,54
cubefs.csv,0.53,0.39,0.48,238
cuberok.csv,0.56,0.43,0.47,338
customsagetv.csv,0.15,0.5,0.09,556
customwars.csv,0.52,0.48,0.33,538
dataobjectsdotnet.csv,0.65,0.4,0.55,263
decidr.csv,0.86,0.39,0.81,117
delphilhlplib.csv,0.67,0.42,0.53,344
doomlegacy.csv,0.72,0.45,0.6,330
dspace-gsoc.csv,0.71,0.44,0.57,358
dvt.csv,0.31,0.43,0.24,434
dynalloy.csv,0.64,0.39,0.61,164
e-bio-flow.csv,0.32,0.47,0.18,546
echongl.csv,0.5,0.42,0.42,335
