,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.11,0.49,0.98,0.34,0.86,0.08,0.7,0.38,0.17,0.51,0.18,0.65
jaolt.csv,0.27,0.59,0.45,0.33,0.87,0.08,0.99,0.4,0.16,0.55,0.26,0.76
jcl.csv,0.06,1.0,0.2,0.5,0.86,0.0,0.86,0.11,1.0,0.0,0.0,0.64
kmess.csv,0.21,0.52,0.36,0.32,0.86,0.15,0.83,0.49,0.16,0.39,0.24,1.0
ossbuild.csv,0.18,0.58,0.58,0.18,0.87,0.88,0.83,0.5,0.37,0.4,0.41,0.66
qgo.csv,0.21,1.0,0.42,0.8,0.89,0.05,0.75,0.39,0.16,0.45,0.3,0.61
quark.csv,0.0,0.67,0.27,0.0,0.0,0.0,0.8,0.59,0.12,0.67,1.0,1.0
rezilla.csv,0.11,0.48,0.37,0.86,0.83,0.13,0.72,0.34,0.13,0.44,0.2,0.59
rhex.csv,1.0,0.55,0.42,0.0,0.92,0.5,0.74,0.26,0.14,0.31,0.21,0.89
toped.csv,0.11,0.5,0.38,0.32,1.0,0.13,0.73,0.45,0.12,0.42,0.2,0.63
truevision.csv,0.26,0.62,0.38,0.38,0.84,0.08,0.82,1.0,0.16,0.42,0.22,0.73
wxstudio.csv,0.12,0.33,0.26,0.5,0.62,0.02,0.78,0.47,0.0,1.0,0.24,0.6
