,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,32.0,7.0,0.0,0.0,0.0,10.0,1.0,1.0,4.0,0.0,16.0,1.0
jaolt.csv,0.0,0.0,1.0,2.0,0.0,3.0,0.0,2.0,7.0,1.0,3.0,0.0
jcl.csv,15.0,0.0,0.0,1.0,0.0,250.0,0.0,1.0,0.0,85.0,64.0,0.0
kmess.csv,7.0,4.0,1.0,0.0,0.0,5.0,1.0,2.0,7.0,0.0,11.0,0.0
ossbuild.csv,13.0,9.0,0.0,16.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0
qgo.csv,7.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,2.0,2.0,3.0,0.0
quark.csv,92.0,1.0,2.0,58.0,59.0,250.0,0.0,0.0,8.0,0.0,0.0,0.0
rezilla.csv,18.0,11.0,3.0,0.0,0.0,5.0,0.0,1.0,7.0,0.0,15.0,1.0
rhex.csv,0.0,2.0,5.0,58.0,0.0,0.0,0.0,1.0,7.0,0.0,17.0,0.0
toped.csv,9.0,7.0,0.0,0.0,0.0,5.0,0.0,9.0,3.0,0.0,13.0,1.0
truevision.csv,3.0,1.0,2.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,13.0,1.0
wxstudio.csv,13.0,8.0,1.0,0.0,0.0,38.0,1.0,2.0,115.0,0.0,2.0,0.0
