,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.9,0.74,0.01,0.88,0.89,0.51,1.0,0.7,0.61,0.65,0.94,0.85
jaolt.csv,0.2,0.31,0.24,0.1,0.44,0.22,0.03,0.54,0.36,0.27,0.56,0.27
jcl.csv,0.2,0.0,0.04,0.05,0.11,0.0,0.03,0.48,0.0,0.0,0.04,0.07
kmess.csv,0.23,0.46,0.32,0.62,0.56,0.47,0.14,0.31,0.48,0.45,0.5,0.0
ossbuild.csv,0.17,0.29,0.14,0.45,0.44,0.01,0.14,0.17,0.17,0.37,0.25,0.47
qgo.csv,0.38,0.0,0.29,0.02,0.56,0.62,0.52,0.56,0.51,0.47,0.5,0.47
quark.csv,0.0,0.03,0.12,0.02,0.11,0.0,0.03,0.13,0.15,0.08,0.0,0.0
rezilla.csv,0.91,0.91,0.88,0.08,0.89,0.99,0.76,0.77,0.94,0.86,0.92,0.93
rhex.csv,0.0,0.49,0.49,0.02,0.22,0.0,0.48,0.72,0.71,0.18,0.81,0.05
toped.csv,0.73,0.8,0.9,0.98,0.0,1.0,0.83,0.56,0.89,0.78,0.46,0.82
truevision.csv,0.17,0.34,0.71,0.25,0.78,0.81,0.38,0.0,0.68,0.59,0.9,0.38
wxstudio.csv,0.47,0.34,0.71,0.02,0.56,0.36,0.24,0.28,0.07,0.0,0.37,0.31
