,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.33,0.58,0.95,0.4,0.37,0.33,0.0,0.61,0.73,0.68,0.23,0.46
jaolt.csv,0.54,0.56,0.39,0.13,0.54,0.14,0.99,0.61,0.52,0.47,0.67,0.54
jcl.csv,0.1,0.16,0.02,0.13,0.15,0.0,0.1,0.13,1.0,0.0,0.0,0.1
kmess.csv,0.46,0.56,0.35,0.56,0.58,0.55,0.3,0.57,0.61,0.41,0.59,1.0
ossbuild.csv,0.29,0.5,0.4,0.24,0.52,0.76,0.31,0.36,0.73,0.35,0.7,0.55
qgo.csv,0.66,1.0,0.41,0.25,0.69,0.24,0.59,0.61,0.65,0.51,0.75,0.45
quark.csv,0.0,0.09,0.1,0.0,0.0,0.0,0.06,0.39,0.17,0.26,0.81,0.01
rezilla.csv,0.3,0.33,0.39,0.94,0.35,0.05,0.54,0.51,0.24,0.43,0.3,0.26
rhex.csv,0.93,0.65,0.59,0.0,0.49,0.04,0.53,0.41,0.62,0.13,0.5,0.32
toped.csv,0.47,0.54,0.35,0.09,1.0,0.0,0.48,0.73,0.37,0.51,0.47,0.48
truevision.csv,0.47,0.67,0.58,0.36,0.49,0.36,0.67,0.93,0.67,0.53,0.36,0.6
wxstudio.csv,0.44,0.23,0.4,0.06,0.18,0.07,0.38,0.51,0.0,0.96,0.49,0.32
