,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.75,0.83,0.94,0.95,0.94,0.31,0.92,0.82,0.93,0.89,0.85,0.94
jaolt.csv,0.5,0.53,0.35,0.11,0.53,0.12,1.0,0.66,0.5,0.43,0.77,0.51
jcl.csv,0.08,0.13,0.02,0.11,0.12,0.0,0.08,0.11,1.0,0.0,0.0,0.08
kmess.csv,0.42,0.57,0.31,0.63,0.63,0.56,0.26,0.55,0.64,0.38,0.62,1.0
ossbuild.csv,0.25,0.47,0.35,0.21,0.51,0.72,0.27,0.32,0.71,0.32,0.69,0.55
qgo.csv,0.67,1.0,0.37,0.21,0.8,0.22,0.63,0.68,0.71,0.51,0.85,0.43
quark.csv,0.0,0.07,0.08,0.0,0.0,0.0,0.05,0.34,0.14,0.22,0.77,0.01
rezilla.csv,0.75,1.0,0.9,0.95,0.78,0.97,0.78,0.74,1.0,0.89,0.92,0.78
rhex.csv,0.92,0.7,0.62,0.0,0.45,0.03,0.53,0.47,0.86,0.11,0.85,0.27
toped.csv,0.58,0.93,0.96,0.95,1.0,1.0,0.89,0.87,0.93,0.76,0.46,0.84
truevision.csv,0.42,0.67,0.77,0.32,0.71,0.47,0.68,0.92,0.93,0.57,1.0,0.6
wxstudio.csv,0.42,0.2,0.44,0.05,0.16,0.06,0.34,0.47,0.0,0.95,0.46,0.28
