,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.94,0.76,0.06,0.88,0.89,0.86,1.0,0.73,0.61,0.66,0.95,0.86
jaolt.csv,0.54,0.56,0.7,0.9,0.65,0.9,0.03,0.64,0.62,0.63,0.6,0.56
jcl.csv,0.94,0.87,0.98,0.9,0.89,1.0,0.92,1.01,0.0,1.0,1.0,0.93
kmess.csv,0.63,0.63,0.76,0.73,0.67,0.64,0.75,0.54,0.6,0.77,0.63,0.0
ossbuild.csv,0.77,0.61,0.67,0.91,0.66,0.28,0.74,0.7,0.33,0.77,0.4,0.65
qgo.csv,0.51,0.0,0.7,0.79,0.59,1.0,0.64,0.65,0.58,0.68,0.52,0.74
quark.csv,1.0,0.93,0.93,1.0,1.01,1.0,0.95,0.67,0.87,0.79,0.23,0.99
rezilla.csv,0.95,0.91,0.88,0.09,0.91,0.99,0.79,0.82,0.94,0.86,0.93,0.95
rhex.csv,0.08,0.57,0.63,1.0,0.59,0.97,0.67,0.89,0.72,0.91,0.82,0.73
toped.csv,0.84,0.8,0.9,0.98,0.0,1.0,0.83,0.58,0.9,0.81,0.71,0.83
truevision.csv,0.61,0.48,0.75,0.73,0.83,0.97,0.49,0.08,0.68,0.73,0.9,0.55
wxstudio.csv,0.75,0.87,0.91,0.95,1.01,1.0,0.7,0.6,1.0,0.05,0.65,0.78
