,rhex.csv,qgo.csv,dynalloy.csv,rezilla.csv,toped.csv,ossbuild.csv,jaolt.csv,truevision.csv,jcl.csv,wxstudio.csv,quark.csv,kmess.csv
dynalloy.csv,0.19,0.62,0.96,0.5,0.9,0.13,0.79,0.52,0.29,0.65,0.3,0.77
jaolt.csv,0.35,0.56,0.39,0.16,0.66,0.09,0.99,0.5,0.24,0.48,0.38,0.61
jcl.csv,0.07,0.24,0.04,0.17,0.21,0.0,0.15,0.11,1.0,0.0,0.0,0.13
kmess.csv,0.28,0.54,0.33,0.43,0.73,0.24,0.4,0.52,0.25,0.38,0.34,1.0
ossbuild.csv,0.21,0.52,0.43,0.2,0.64,0.79,0.41,0.39,0.49,0.36,0.51,0.6
qgo.csv,0.31,1.0,0.39,0.33,0.85,0.08,0.69,0.5,0.26,0.48,0.44,0.5
quark.csv,0.0,0.12,0.12,0.0,0.0,0.0,0.1,0.43,0.13,0.33,0.87,0.02
rezilla.csv,0.19,0.65,0.53,0.9,0.81,0.22,0.75,0.46,0.23,0.59,0.33,0.67
rhex.csv,0.96,0.62,0.5,0.0,0.61,0.06,0.62,0.34,0.24,0.16,0.33,0.41
toped.csv,0.18,0.65,0.54,0.47,1.0,0.23,0.8,0.59,0.22,0.54,0.28,0.72
truevision.csv,0.32,0.65,0.51,0.34,0.77,0.13,0.75,0.96,0.27,0.48,0.36,0.66
wxstudio.csv,0.18,0.25,0.33,0.1,0.25,0.04,0.48,0.47,0.0,0.97,0.32,0.38
