,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.7,0.14,0.63,0.27,0.31,0.5,0.97,0.37,0.11,0.42,0.6
gamestone.csv,0.32,1.0,0.36,0.17,0.24,0.33,0.2,0.39,0.1,0.31,0.37
gbif-providertoolkit.csv,0.1,0.0,0.4,0.35,0.97,0.35,0.0,0.21,0.11,0.16,0.27
heekscad.csv,0.99,0.27,0.64,0.51,0.26,0.77,0.48,0.35,0.11,0.46,0.57
igarden.csv,0.4,0.18,0.28,1.0,0.12,0.11,0.09,0.18,0.04,0.18,0.23
levent.csv,0.73,0.21,0.67,0.45,0.33,0.99,0.54,0.29,0.03,0.42,0.67
lportal.csv,0.32,0.27,0.5,0.23,0.08,0.6,0.37,0.21,0.91,0.47,0.3
natpad.csv,0.7,0.13,0.54,0.47,0.26,0.63,0.35,0.29,0.09,0.43,0.97
openmsx.csv,0.71,0.24,0.45,0.48,0.25,0.48,0.32,0.25,0.08,0.97,0.3
owlapi.csv,0.42,0.2,0.37,0.3,0.18,0.33,0.25,1.0,0.19,0.4,0.47
xcsoar.csv,0.74,0.25,0.96,0.43,0.34,0.6,0.46,0.38,0.11,0.46,0.59
