,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.54,0.71,0.47,0.5,0.48,0.52,0.67,0.49,0.46,0.47,0.41
gamestone.csv,0.65,0.88,0.71,0.93,0.75,0.64,0.91,0.71,0.75,0.84,0.56
gbif-providertoolkit.csv,0.75,0.75,0.93,0.71,0.87,0.79,0.0,0.92,0.74,0.91,0.89
heekscad.csv,0.43,0.5,0.37,0.36,0.42,0.47,0.38,0.47,0.42,0.4,0.4
igarden.csv,0.91,0.67,0.89,0.71,0.5,0.8,0.89,0.88,1.0,0.93,0.89
levent.csv,0.43,0.48,0.41,0.35,0.4,0.5,0.38,0.49,0.64,0.45,0.41
lportal.csv,0.98,0.62,0.62,0.65,0.69,0.73,0.52,0.6,0.99,0.57,0.74
natpad.csv,0.51,0.78,0.62,0.46,0.49,0.58,0.59,0.63,0.44,0.53,0.55
openmsx.csv,0.45,0.47,0.6,0.34,0.59,0.93,0.89,0.74,0.55,0.68,0.77
owlapi.csv,0.72,0.92,0.9,0.95,0.95,0.78,0.96,0.88,1.0,0.98,0.76
xcsoar.csv,0.44,0.62,0.47,0.48,0.48,0.52,0.59,0.55,0.51,0.65,0.49
