,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,lportal.csv,openmsx.csv,natpad.csv
bacnet.csv,0.63,0.1,0.6,0.23,0.2,0.7,1.0,0.25,0.06,0.35,0.59
gamestone.csv,0.7,1.0,0.54,0.27,0.2,0.91,0.45,0.32,0.06,0.48,0.48
gbif-providertoolkit.csv,1.0,0.0,1.0,0.43,0.93,0.79,0.0,0.31,0.06,0.55,0.78
heekscad.csv,0.99,0.18,0.56,0.37,0.18,0.73,0.35,0.24,0.06,0.38,0.43
igarden.csv,0.87,0.33,1.0,1.0,0.5,0.6,0.22,0.38,0.02,0.5,0.67
levent.csv,0.72,0.13,0.56,0.32,0.21,0.98,0.4,0.19,0.02,0.38,0.54
lportal.csv,0.4,0.17,0.46,0.2,0.06,0.62,0.27,0.13,0.98,0.38,0.26
natpad.csv,0.66,0.09,0.51,0.35,0.17,0.79,0.27,0.19,0.05,0.37,0.95
openmsx.csv,0.66,0.14,0.43,0.32,0.17,0.63,0.33,0.16,0.04,0.97,0.27
owlapi.csv,0.67,0.17,0.52,0.36,0.16,0.61,0.31,1.0,0.14,0.48,0.44
xcsoar.csv,0.83,0.19,0.95,0.36,0.24,0.77,0.39,0.28,0.06,0.45,0.49
