,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.3,0.52,0.03,0.48,0.17,0.07
arsenal-1.csv,0.85,0.15,0.29,0.03,0.05,0.34
barracudamvc.csv,0.25,0.85,0.97,0.97,0.98,0.81
mevenide.csv,0.55,0.48,0.26,0.06,0.05,0.14
mumble.csv,0.5,0.88,0.71,0.16,0.17,0.5
openintents.csv,0.35,0.24,0.81,0.84,0.78,0.7
