,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.63,0.7,0.85,0.5,0.43,0.76
arsenal-1.csv,0.9,0.88,0.41,0.96,0.92,0.54
barracudamvc.csv,0.37,0.85,0.97,0.98,0.98,0.92
mevenide.csv,0.7,0.78,0.75,0.96,0.84,0.31
mumble.csv,0.61,0.88,0.84,0.83,0.26,0.91
openintents.csv,0.75,0.42,0.83,0.84,1.04,0.82
