,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.42,0.34,0.8,0.32,0.46,0.92
arsenal-1.csv,0.37,0.88,0.43,0.5,0.8,0.79
barracudamvc.csv,0.41,0.31,0.38,0.35,0.39,0.52
mevenide.csv,0.4,0.48,0.5,0.67,0.86,0.7
mumble.csv,0.42,0.29,0.46,0.89,0.48,0.67
openintents.csv,0.57,0.48,0.32,0.3,0.59,0.46
