,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,mevenide.csv
alembik.csv,0.59,0.46,0.25,0.68,0.59,0.33
arsenal-1.csv,0.76,0.19,0.69,0.08,0.13,0.45
barracudamvc.csv,0.82,0.58,0.63,0.54,0.44,0.28
mevenide.csv,0.67,0.37,0.37,0.08,0.25,0.68
mumble.csv,0.75,0.59,0.47,0.26,0.71,0.18
openintents.csv,0.48,0.65,0.59,0.61,0.19,0.31
