,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv
calcubetimer.csv,0.97,0.58,1.0,0.75,0.0
chaperon.csv,1.0,0.96,0.93,0.0,0.76
mule.csv,0.03,0.83,0.8,1.02,0.59
springside.csv,0.62,0.04,0.86,0.65,0.6
swtfox.csv,0.76,0.91,0.02,1.14,0.79
