,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,5.0,0.0,71.0,2.0,3.0,9.0,3.0,0.0,147.0,10.0,4.0,0.0,41.0
bacula.csv,2.0,0.0,3.0,4.0,2.0,10.0,6.0,1.0,0.0,27.0,6.0,11.0,12.0
elmo.csv,1.0,0.0,0.0,297.0,2.0,5.0,3.0,0.0,1.0,17.0,3.0,4.0,300.0
jajuk.csv,2.0,0.0,19.0,2.0,0.0,6.0,1.0,0.0,1.0,3.0,1.0,7.0,33.0
ktc.csv,0.0,0.0,5.0,0.0,0.0,14.0,1.0,0.0,0.0,3.0,3.0,0.0,27.0
neoengine.csv,14.0,9.0,8.0,0.0,0.0,2.0,4.0,0.0,5.0,6.0,3.0,3.0,57.0
omseek.csv,5.0,0.0,71.0,1.0,6.0,0.0,5.0,1.0,0.0,5.0,5.0,166.0,0.0
pcgen.csv,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0
rosegarden.csv,2.0,0.0,71.0,11.0,1.0,8.0,3.0,0.0,1.0,0.0,1.0,6.0,27.0
selenium.csv,3.0,0.0,1.0,3.0,5.0,23.0,0.0,0.0,0.0,6.0,0.0,8.0,20.0
vapor.csv,2.0,1.0,71.0,2.0,3.0,9.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
zorannt.csv,15.0,0.0,18.0,1.0,8.0,0.0,4.0,0.0,4.0,5.0,13.0,9.0,73.0
zscreen.csv,5.0,0.0,1.0,6.0,6.0,7.0,1.0,0.0,2.0,5.0,3.0,8.0,51.0
