,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.81,0.95,0.0,0.97,0.99,0.98,0.81,0.96,0.0,0.98,0.87,0.85,0.99
bacula.csv,0.53,0.53,0.65,0.48,0.47,0.54,0.46,0.6,0.41,0.51,0.47,0.5,0.51
elmo.csv,0.9,0.83,0.8,0.0,0.94,0.86,0.83,0.0,0.86,0.97,0.91,0.9,0.83
jajuk.csv,0.4,0.47,0.44,0.41,0.44,0.44,0.46,0.59,0.39,0.5,0.41,0.44,0.51
ktc.csv,0.5,0.76,0.54,0.53,0.53,0.74,0.57,0.71,0.55,0.71,0.54,0.55,0.72
neoengine.csv,0.52,0.57,0.59,0.59,0.52,0.63,0.62,0.65,0.5,0.65,0.56,0.56,0.63
omseek.csv,0.55,0.75,0.67,0.94,0.87,0.88,0.82,0.71,0.67,0.96,0.79,0.96,0.97
pcgen.csv,0.93,0.9,0.73,0.81,0.87,0.92,0.88,0.73,0.4,0.97,0.54,0.96,0.93
rosegarden.csv,0.66,0.94,0.89,0.74,0.97,0.88,0.63,0.6,0.6,0.68,0.73,0.68,0.79
selenium.csv,0.45,0.5,0.47,0.38,0.62,0.56,0.5,0.46,0.61,0.52,0.5,0.46,0.57
vapor.csv,0.75,0.9,0.0,0.92,0.98,0.94,0.86,0.5,0.76,0.98,0.93,0.95,0.97
zorannt.csv,0.6,0.57,0.52,0.57,0.53,0.95,0.56,0.47,0.41,0.93,0.62,0.7,0.59
zscreen.csv,0.4,0.51,0.43,0.42,0.4,0.53,0.4,0.48,0.45,0.48,0.43,0.4,0.54
