,ktc.csv,selenium.csv,elmo.csv,neoengine.csv,jajuk.csv,zorannt.csv,vapor.csv,zscreen.csv,bacula.csv,rosegarden.csv,pcgen.csv,autoopencas.csv,omseek.csv
autoopencas.csv,0.3,0.17,0.0,0.14,0.15,0.09,0.3,0.43,0.0,0.18,0.28,0.98,0.07
bacula.csv,0.53,0.56,0.09,0.51,0.63,0.32,0.39,0.39,0.98,0.46,0.54,0.31,0.28
elmo.csv,0.03,0.15,1.0,0.0,0.09,0.07,0.06,0.04,0.08,0.07,0.12,0.15,0.0
jajuk.csv,0.66,0.56,0.11,0.61,0.98,0.4,0.43,0.48,0.74,0.56,0.65,0.14,0.28
ktc.csv,0.98,0.45,0.11,0.59,0.55,0.28,0.38,0.37,0.45,0.48,0.59,0.15,0.24
neoengine.csv,0.61,0.46,0.18,0.98,0.57,0.31,0.3,0.45,0.7,0.43,0.59,0.21,0.22
omseek.csv,0.52,0.5,0.0,0.19,0.35,0.26,0.21,0.38,0.02,0.17,0.33,0.0,0.97
pcgen.csv,0.09,0.23,0.13,0.36,0.43,0.34,0.12,0.39,0.57,0.2,0.97,0.15,0.08
rosegarden.csv,0.56,0.29,0.0,0.45,0.35,0.34,0.35,0.54,0.55,0.98,0.4,0.44,0.25
selenium.csv,0.67,0.98,0.25,0.62,0.55,0.32,0.38,0.54,0.59,0.49,0.6,0.3,0.32
vapor.csv,0.45,0.44,0.0,0.39,0.25,0.15,0.94,0.08,0.35,0.32,0.06,0.19,0.18
zorannt.csv,0.39,0.53,0.12,0.44,0.52,0.9,0.32,0.64,0.74,0.29,0.42,0.31,0.14
zscreen.csv,0.66,0.66,0.19,0.59,0.66,0.24,0.46,1.0,0.75,0.48,0.58,0.44,0.21
