,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.04,0.16,0.02,0.0,0.05,0.4,0.19,0.35,1.0,0.14,0.08,0.21,0.27,0.0,0.32,0.02
customsagetv.csv,0.0,0.03,0.0,0.18,0.0,0.0,0.0,0.09,0.08,0.0,0.0,0.0,0.14,0.0,0.05,0.96
fluidium.csv,0.19,0.24,0.17,0.09,0.59,0.55,0.14,0.26,0.08,0.25,0.3,0.47,0.07,0.95,0.14,0.35
guineu.csv,0.85,0.11,0.79,0.73,0.0,0.05,0.02,0.22,0.31,0.05,0.03,0.08,0.2,0.0,0.03,0.1
inkscape.csv,0.04,0.16,0.07,0.09,0.45,0.15,0.93,0.04,0.08,0.34,0.16,0.45,0.09,0.19,0.02,0.0
mpqc.csv,0.46,0.44,0.43,0.0,0.36,1.0,0.14,0.57,0.46,0.46,0.66,0.53,0.43,0.62,0.32,0.94
nsis.csv,0.77,0.9,1.0,0.73,0.95,0.85,0.93,0.83,0.62,0.84,1.0,0.97,0.64,0.81,0.85,0.87
octave.csv,0.42,0.36,0.31,0.64,0.91,0.05,0.23,0.52,0.38,0.2,0.28,0.0,0.34,0.14,0.46,0.42
owfs.csv,0.19,0.1,0.19,0.91,0.23,0.05,0.07,0.22,0.38,0.16,0.19,0.11,0.32,0.24,0.17,0.1
owlib.csv,0.69,1.0,1.0,1.0,0.73,0.55,0.53,0.57,0.69,0.57,0.62,0.55,0.66,0.71,0.51,0.79
pamguard.csv,0.65,0.64,0.98,0.91,0.68,0.6,0.81,0.39,0.54,0.7,0.38,0.58,0.84,0.71,0.95,0.71
prelude.csv,0.88,0.83,1.0,0.91,1.0,0.75,0.95,0.91,1.0,0.7,0.9,0.89,0.89,0.71,0.92,0.92
robocode.csv,0.88,0.17,0.38,0.64,0.5,0.0,0.14,0.96,0.54,0.12,0.14,0.11,0.66,0.24,0.53,0.5
uwom-server.csv,0.38,0.11,0.0,0.09,0.09,0.25,0.26,0.78,0.92,0.93,0.08,0.03,0.45,0.05,0.37,0.63
zengine.csv,0.88,0.95,0.81,0.82,0.5,0.9,0.98,0.83,0.85,0.91,0.65,1.0,0.95,0.67,0.83,0.65
zildo.csv,0.54,0.37,0.88,1.0,0.18,0.0,0.51,0.3,0.62,0.68,0.21,0.26,0.98,0.43,0.54,0.13
