,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.68,0.6,0.83,0.69,0.82,0.68,0.74,0.41,0.69,0.94,0.75,0.64,0.92,0.8,0.37,0.94
customsagetv.csv,0.5,0.92,0.0,0.62,0.75,0.0,0.5,0.5,0.5,0.88,0.67,0.67,0.91,0.8,0.83,0.5
fluidium.csv,0.85,0.76,0.86,0.67,0.92,0.97,0.92,0.85,0.93,0.98,0.95,0.92,0.9,0.67,0.9,0.9
guineu.csv,0.71,0.83,0.64,0.89,0.71,0.73,0.92,0.44,0.91,0.75,0.9,0.86,0.92,0.75,0.89,0.76
inkscape.csv,0.67,0.93,0.0,0.67,0.94,0.85,0.45,0.75,0.0,0.71,0.58,0.5,0.92,0.6,0.93,0.86
mpqc.csv,0.53,0.8,0.53,0.8,0.95,0.95,0.94,0.53,0.67,0.71,0.64,0.9,0.55,0.65,0.84,0.31
nsis.csv,0.39,0.4,0.49,0.43,0.37,0.45,0.37,0.48,0.61,0.45,0.49,0.43,0.43,0.46,0.4,0.36
octave.csv,0.67,0.67,0.75,0.92,0.95,0.88,0.61,0.61,0.73,0.82,0.5,0.86,0.65,0.83,0.49,0.4
owfs.csv,0.48,0.95,0.75,0.9,0.73,0.54,0.9,0.41,0.53,0.71,0.91,0.8,0.55,0.5,0.76,0.89
owlib.csv,0.39,0.55,0.49,0.4,0.52,0.56,0.48,0.36,0.61,0.56,0.65,0.65,0.4,0.64,0.49,0.55
pamguard.csv,0.32,0.58,0.47,0.4,0.44,0.52,0.49,0.44,0.53,0.54,0.54,0.5,0.42,0.58,0.43,0.5
prelude.csv,0.34,0.44,0.47,0.38,0.39,0.48,0.41,0.43,0.47,0.49,0.46,0.44,0.38,0.55,0.35,0.36
robocode.csv,0.6,0.75,0.5,0.42,0.48,0.49,0.61,0.55,0.38,0.46,0.5,0.55,0.48,0.42,0.39,0.47
uwom-server.csv,0.57,0.98,0.0,0.83,0.62,0.56,0.68,0.65,0.58,0.84,0.86,0.73,0.69,0.62,0.55,0.59
zengine.csv,0.29,0.39,0.44,0.35,0.45,0.51,0.34,0.36,0.4,0.39,0.41,0.44,0.36,0.38,0.3,0.33
zildo.csv,0.44,0.62,0.44,0.38,0.63,0.88,0.59,0.5,0.48,0.58,0.59,0.75,0.45,0.5,0.5,0.45
