,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,zildo.csv,fluidium.csv,pamguard.csv,customsagetv.csv
checker-framework.csv,0.26,0.39,1.0,0.12,0.32,0.2,0.65,0.65,1.0,0.23,0.5,0.91,0.69,0.2,0.65,0.25
customsagetv.csv,0.5,0.67,0.0,0.19,0.25,0.0,0.0,0.0,0.5,0.25,0.67,0.67,0.91,0.4,0.83,1.0
fluidium.csv,0.35,0.49,0.29,0.22,0.0,0.13,0.54,0.54,0.14,0.27,0.95,0.67,0.65,1.0,0.6,0.5
guineu.csv,1.0,0.66,1.0,0.44,0.26,0.14,0.67,0.56,0.0,0.12,1.0,0.57,0.77,1.0,0.67,0.71
inkscape.csv,0.67,0.5,0.0,0.33,0.31,0.24,1.0,0.75,0.0,0.35,0.89,0.86,0.58,0.6,0.47,0.0
mpqc.csv,0.28,0.34,0.94,0.13,0.05,1.0,0.33,0.39,0.12,0.28,0.93,0.9,0.4,0.35,0.75,0.55
nsis.csv,0.33,0.4,0.79,0.14,0.2,0.15,0.58,0.57,0.2,0.24,0.99,0.76,0.46,0.46,0.6,0.56
octave.csv,0.33,0.29,0.83,0.15,1.0,0.18,0.65,0.42,0.1,0.18,1.0,0.57,0.38,0.17,0.58,0.51
owfs.csv,0.45,0.82,1.0,1.0,0.31,0.04,0.4,0.59,0.3,0.41,0.82,0.8,0.73,0.5,0.76,0.33
owlib.csv,0.45,1.0,0.79,0.18,0.22,0.14,0.66,0.48,0.23,0.31,0.98,0.83,0.67,0.52,0.7,0.59
pamguard.csv,0.35,0.42,0.77,0.27,0.15,0.12,0.51,0.61,0.25,0.22,0.93,0.72,0.58,0.42,0.98,0.3
prelude.csv,0.32,0.4,1.0,0.17,0.18,0.14,0.59,0.45,0.24,0.24,0.95,0.79,0.52,0.34,0.65,0.58
robocode.csv,0.48,0.61,0.78,0.2,0.29,0.08,0.52,1.0,0.44,0.29,0.92,0.73,0.64,0.58,0.65,0.67
uwom-server.csv,0.34,0.29,1.0,0.17,0.24,0.03,0.68,0.42,0.16,1.0,0.71,0.64,0.38,0.46,0.63,0.53
zengine.csv,0.3,0.4,0.88,0.18,0.27,0.16,0.61,0.53,0.33,0.28,0.92,1.0,0.53,0.41,0.64,0.52
zildo.csv,0.5,0.39,0.92,0.22,0.24,0.12,0.52,0.56,0.43,0.29,0.89,1.0,0.98,0.44,0.69,0.66
